order_id,customer_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
825,119,prior,53,1,11,4.0
449,133,prior,1,1,10,
161,160,prior,14,1,10,1.0
477,164,prior,14,1,10,1.0
333,119,prior,9,1,9,7.0
337,53,prior,9,1,10,9.0
70,155,prior,15,1,9,8.0
593,175,prior,1,1,10,
717,89,prior,3,1,7,30.0
28,27,prior,31,1,8,2.0
40,49,prior,13,1,10,6.0
627,182,prior,6,1,7,14.0
814,48,prior,10,1,7,14.0
234,32,prior,50,1,9,7.0
138,159,prior,14,1,9,7.0
849,184,prior,4,1,11,30.0
899,61,prior,1,1,8,
274,163,prior,4,1,8,6.0
42,62,prior,3,1,10,12.0
501,100,prior,5,1,10,8.0
110,3,prior,8,1,9,20.0
284,24,prior,5,1,11,11.0
94,36,prior,32,1,10,7.0
250,97,prior,2,1,7,27.0
343,6,prior,60,1,11,6.0
877,127,prior,11,1,11,0.0
309,104,prior,3,1,12,6.0
908,116,prior,45,1,13,10.0
338,69,prior,31,1,16,6.0
861,160,prior,15,1,17,5.0
784,83,prior,3,1,15,14.0
7,26,prior,6,1,16,2.0
93,122,prior,5,1,14,7.0
720,112,prior,24,1,17,6.0
922,129,train,12,1,16,30.0
524,36,prior,14,1,15,3.0
49,12,prior,1,1,13,
493,25,prior,2,1,14,30.0
261,194,prior,2,1,15,8.0
277,36,prior,9,1,14,30.0
135,16,prior,10,1,15,30.0
82,32,prior,4,1,12,30.0
376,25,prior,15,1,12,6.0
312,135,prior,48,1,12,1.0
383,94,prior,53,1,13,0.0
341,101,prior,7,1,15,14.0
659,146,prior,46,1,13,5.0
121,93,prior,4,1,15,7.0
85,131,prior,8,1,16,2.0
715,102,prior,5,1,14,9.0
150,173,prior,10,1,15,9.0
611,53,prior,4,1,14,4.0
746,33,prior,55,1,14,6.0
558,25,prior,1,1,16,
615,127,prior,7,1,15,30.0
426,103,prior,11,1,17,7.0
782,85,prior,3,1,15,13.0
925,107,train,5,1,15,9.0
151,185,prior,13,1,13,15.0
111,173,prior,2,1,16,20.0
945,33,train,8,1,15,25.0
589,171,prior,10,1,20,1.0
454,161,prior,9,1,19,6.0
533,56,prior,2,1,21,8.0
926,158,train,4,1,21,30.0
841,38,prior,32,1,20,11.0
719,75,prior,35,1,21,6.0
806,134,prior,11,1,18,30.0
839,128,prior,12,1,18,26.0
435,105,prior,18,1,19,4.0
380,135,prior,3,1,19,30.0
912,174,prior,5,1,21,4.0
367,111,prior,25,1,18,2.0
491,92,prior,35,1,20,3.0
656,133,prior,2,1,20,0.0
114,80,prior,57,1,20,6.0
90,127,prior,5,1,18,7.0
32,193,prior,2,1,18,3.0
36,189,prior,3,1,22,12.0
421,124,prior,54,1,22,2.0
419,13,prior,26,1,21,7.0
311,163,prior,4,1,18,2.0
294,159,prior,3,1,18,18.0
406,1,prior,3,1,19,15.0
99,163,prior,1,1,20,
695,75,prior,69,1,21,1.0
498,76,prior,16,1,21,9.0
944,101,train,9,1,18,30.0
348,63,prior,1,1,23,
224,8,prior,12,1,18,30.0
487,30,prior,28,1,22,7.0
476,82,prior,21,1,18,0.0
198,129,prior,1,1,18,
362,166,prior,3,1,19,11.0
658,113,prior,5,1,19,13.0
739,132,prior,4,1,18,22.0
779,195,prior,3,2,1,15.0
108,58,prior,19,2,0,9.0
778,25,prior,97,2,4,4.0
364,34,prior,9,2,3,3.0
773,179,prior,26,2,4,29.0
795,72,prior,12,2,2,10.0
802,26,prior,9,2,1,6.0
492,137,prior,34,2,1,19.0
405,123,prior,4,2,0,8.0
147,28,prior,41,2,4,4.0
422,40,prior,17,2,5,16.0
635,97,prior,6,2,2,6.0
731,4,prior,5,2,0,3.0
396,45,prior,3,2,0,16.0
573,132,prior,9,2,0,30.0
392,148,prior,2,2,1,2.0
12,159,prior,7,2,3,14.0
700,11,prior,2,2,0,10.0
917,119,train,8,2,5,23.0
801,193,prior,3,2,0,23.0
910,73,prior,39,2,0,5.0
862,75,prior,25,2,1,5.0
320,79,prior,12,2,4,9.0
588,161,prior,78,2,5,2.0
679,189,prior,3,2,1,15.0
918,159,train,22,2,1,30.0
142,165,prior,29,2,3,5.0
472,128,prior,1,2,3,
92,39,prior,8,2,0,30.0
599,92,prior,2,2,0,30.0
441,93,prior,13,2,10,28.0
479,137,prior,32,2,11,3.0
169,71,prior,22,2,11,6.0
292,12,prior,2,2,9,5.0
154,181,prior,22,2,9,8.0
397,32,prior,6,2,7,4.0
359,62,prior,6,2,9,4.0
895,199,prior,67,2,11,1.0
790,37,prior,15,2,7,7.0
486,15,prior,14,2,11,5.0
516,96,prior,31,2,7,4.0
466,200,prior,2,2,10,14.0
420,50,prior,20,2,10,12.0
21,94,prior,18,2,8,1.0
386,87,prior,1,2,8,
290,75,prior,11,2,7,7.0
729,5,prior,30,2,8,4.0
134,44,prior,24,2,9,7.0
497,164,prior,2,2,10,28.0
482,11,prior,13,2,9,7.0
344,53,prior,4,2,11,9.0
436,59,prior,99,2,8,3.0
620,93,prior,1,2,8,
365,108,prior,24,2,9,1.0
804,161,prior,22,2,9,6.0
146,35,prior,14,2,10,7.0
513,102,prior,9,2,11,6.0
438,107,prior,22,2,9,6.0
282,185,prior,32,2,9,1.0
704,182,prior,18,2,9,11.0
621,40,prior,25,2,10,5.0
863,56,prior,88,2,9,3.0
510,112,prior,41,2,8,14.0
800,120,prior,14,2,17,1.0
565,23,prior,8,2,12,16.0
855,72,prior,3,2,12,30.0
843,139,prior,12,2,14,8.0
665,189,prior,11,2,15,4.0
907,98,prior,16,2,13,8.0
434,41,prior,29,2,14,0.0
407,80,prior,20,2,14,8.0
837,7,prior,10,2,16,3.0
317,99,prior,1,2,17,
247,9,prior,4,2,16,5.0
505,69,prior,13,2,16,18.0
854,130,prior,16,2,14,12.0
200,93,prior,23,2,17,15.0
185,63,prior,39,2,15,0.0
219,25,prior,2,2,13,30.0
940,182,train,23,2,14,7.0
946,90,train,19,2,15,24.0
752,46,prior,37,2,13,6.0
488,31,prior,73,2,13,1.0
928,89,train,4,2,15,30.0
799,146,prior,5,2,17,30.0
900,22,prior,26,2,15,7.0
452,98,prior,17,2,12,3.0
785,55,prior,81,2,15,1.0
276,68,prior,5,2,16,5.0
874,36,prior,48,2,17,7.0
37,98,prior,1,2,14,
112,175,prior,35,2,15,3.0
500,60,prior,9,2,17,24.0
31,159,prior,13,2,15,14.0
430,27,prior,5,2,15,30.0
607,15,prior,27,2,12,8.0
810,39,prior,8,2,14,5.0
904,76,prior,47,2,22,16.0
242,82,prior,1,2,18,
845,73,prior,8,2,19,5.0
207,160,prior,25,2,18,2.0
737,70,prior,15,2,22,9.0
745,95,prior,23,2,18,5.0
733,79,prior,2,2,19,9.0
807,132,prior,10,2,18,5.0
429,8,prior,29,2,20,2.0
354,73,prior,1,2,19,
938,148,train,14,2,19,14.0
456,72,prior,27,2,23,0.0
212,161,prior,2,2,18,5.0
559,155,prior,3,2,19,30.0
760,23,prior,7,2,18,30.0
791,125,prior,14,2,23,30.0
289,173,prior,33,2,21,1.0
914,49,prior,34,2,20,5.0
368,147,prior,14,2,20,5.0
654,61,prior,3,2,22,30.0
60,167,prior,21,2,19,6.0
690,45,prior,6,2,20,30.0
769,130,prior,16,2,18,4.0
816,55,prior,10,2,18,20.0
562,30,prior,45,2,18,2.0
701,34,prior,8,2,18,9.0
158,42,prior,9,2,20,24.0
176,152,prior,13,2,18,30.0
616,119,prior,17,2,22,6.0
827,164,prior,36,2,19,12.0
144,3,prior,11,2,20,4.0
536,100,prior,2,2,23,9.0
708,31,prior,66,2,22,0.0
215,196,prior,12,2,23,3.0
91,84,prior,2,2,23,22.0
597,36,prior,45,3,4,6.0
444,43,prior,44,3,0,3.0
603,169,prior,4,3,5,27.0
384,1,prior,10,3,2,6.0
906,150,prior,29,3,0,9.0
71,106,prior,43,3,1,4.0
84,74,prior,11,3,0,10.0
201,10,prior,94,3,0,1.0
614,149,prior,10,3,1,9.0
228,193,prior,69,3,0,1.0
278,15,prior,18,3,0,6.0
243,22,prior,2,3,0,6.0
740,44,prior,1,3,1,
102,27,prior,40,3,5,2.0
768,72,prior,42,3,0,9.0
66,39,prior,22,3,2,13.0
748,146,prior,24,3,1,11.0
598,65,prior,3,3,5,8.0
886,166,prior,30,3,0,3.0
836,200,prior,7,3,1,10.0
402,199,prior,33,3,1,9.0
179,97,prior,8,3,0,3.0
570,56,prior,31,3,0,6.0
755,148,prior,13,3,0,11.0
262,31,prior,8,3,2,16.0
735,52,prior,8,3,0,8.0
672,65,prior,31,3,2,2.0
229,177,prior,2,3,3,17.0
817,98,prior,4,3,2,7.0
714,162,prior,14,3,2,30.0
869,41,prior,4,3,0,7.0
413,100,prior,2,3,0,30.0
707,157,prior,12,3,0,4.0
464,1,prior,1,3,1,
932,172,train,27,3,4,16.0
526,18,prior,53,3,10,5.0
279,109,prior,21,3,11,7.0
713,58,prior,17,3,9,7.0
511,190,prior,3,3,9,3.0
216,39,prior,17,3,9,30.0
339,116,prior,10,3,9,7.0
74,9,prior,3,3,8,30.0
385,135,prior,11,3,10,4.0
847,184,prior,4,3,10,28.0
937,15,train,12,3,11,8.0
16,93,prior,5,3,10,22.0
285,59,prior,1,3,9,
546,119,prior,10,3,8,6.0
398,178,prior,6,3,10,2.0
295,46,prior,8,3,8,2.0
264,196,prior,2,3,6,30.0
949,133,train,25,3,11,13.0
924,53,train,11,3,10,14.0
481,104,prior,11,3,11,30.0
494,180,prior,21,3,9,1.0
313,8,prior,1,3,7,
868,194,prior,14,3,7,30.0
88,54,prior,4,3,11,13.0
507,116,prior,3,3,10,13.0
864,69,prior,15,3,9,15.0
423,130,prior,3,3,10,26.0
462,132,prior,7,3,11,15.0
545,81,prior,21,3,8,8.0
46,175,prior,19,3,11,1.0
561,50,prior,13,3,10,21.0
237,197,prior,22,3,9,3.0
177,137,prior,40,3,10,7.0
850,48,prior,11,3,10,14.0
556,54,prior,6,3,11,13.0
676,76,prior,9,3,13,8.0
197,40,prior,18,3,12,6.0
306,24,prior,56,3,16,0.0
275,200,prior,3,3,13,9.0
106,73,prior,7,3,16,14.0
314,26,prior,33,3,14,3.0
281,53,prior,17,3,13,1.0
818,76,prior,83,3,12,2.0
45,64,prior,50,3,17,1.0
919,150,train,44,3,15,9.0
649,67,prior,5,3,15,15.0
722,123,prior,40,3,14,16.0
230,24,prior,28,3,12,2.0
270,181,prior,7,3,17,15.0
87,190,prior,7,3,14,2.0
543,8,prior,3,3,14,5.0
240,47,prior,2,3,16,30.0
772,112,prior,19,3,13,20.0
851,19,prior,10,3,13,26.0
694,190,prior,24,3,17,13.0
315,195,prior,30,3,14,4.0
473,10,prior,3,3,13,9.0
394,62,prior,7,3,17,30.0
792,181,prior,12,3,17,17.0
682,119,prior,97,3,15,4.0
80,140,prior,11,3,13,2.0
939,46,train,15,3,12,24.0
61,6,prior,16,3,12,7.0
232,101,prior,3,3,16,30.0
415,23,prior,11,3,13,5.0
663,55,prior,16,3,14,5.0
2,123,prior,3,3,16,6.0
530,31,prior,21,3,16,30.0
865,65,prior,10,3,16,6.0
521,19,prior,22,3,14,9.0
613,73,prior,1,3,18,
571,101,prior,4,3,19,30.0
347,2,prior,1,3,19,
673,10,prior,3,3,22,13.0
226,134,prior,4,3,18,0.0
631,107,prior,18,3,19,8.0
100,179,prior,8,3,18,5.0
582,34,prior,16,3,22,30.0
303,190,prior,57,3,18,8.0
762,103,prior,11,3,18,4.0
22,179,prior,3,3,18,3.0
328,138,prior,1,3,20,
860,98,prior,9,3,19,29.0
166,172,prior,4,3,18,30.0
934,164,train,4,3,21,30.0
388,77,prior,75,3,22,1.0
403,145,prior,27,3,20,6.0
518,138,prior,1,3,22,
267,10,prior,36,3,22,2.0
826,12,prior,38,3,21,4.0
741,156,prior,27,3,20,3.0
751,153,prior,4,3,23,6.0
781,164,prior,9,3,19,30.0
271,153,prior,11,3,21,5.0
372,129,prior,2,3,20,19.0
193,187,prior,12,3,19,23.0
98,51,prior,2,3,18,4.0
20,114,prior,14,3,20,24.0
47,172,prior,12,3,19,6.0
514,168,prior,9,3,18,22.0
353,43,prior,4,3,19,11.0
686,23,prior,2,3,21,30.0
65,23,prior,21,3,18,12.0
519,172,prior,18,3,18,0.0
225,150,prior,48,3,21,2.0
287,159,prior,11,4,1,4.0
815,92,prior,36,4,1,6.0
69,23,prior,42,4,0,3.0
765,127,prior,15,4,5,3.0
326,65,prior,9,4,4,11.0
617,12,prior,2,4,0,18.0
391,127,prior,9,4,2,0.0
191,198,prior,1,4,1,
538,51,prior,34,4,0,3.0
222,45,prior,2,4,1,11.0
227,99,prior,52,4,0,1.0
758,160,prior,5,4,5,30.0
124,111,prior,1,4,4,
15,192,prior,1,4,2,
808,91,prior,4,4,1,7.0
182,137,prior,7,4,1,8.0
89,79,prior,34,4,0,9.0
203,116,prior,26,4,4,4.0
245,93,prior,42,4,5,4.0
445,132,prior,7,4,1,0.0
811,11,prior,5,4,3,5.0
81,5,prior,11,4,0,29.0
878,136,prior,1,4,3,
651,160,prior,4,4,0,9.0
440,54,prior,60,4,0,11.0
358,117,prior,2,4,5,8.0
301,52,prior,18,4,1,3.0
794,43,prior,12,4,2,11.0
145,85,prior,3,4,4,30.0
14,32,prior,14,4,5,6.0
880,83,prior,17,4,5,9.0
527,5,prior,5,4,4,7.0
119,99,prior,20,4,1,30.0
355,70,prior,8,4,2,11.0
905,21,prior,20,4,4,18.0
159,80,prior,22,4,11,3.0
390,104,prior,33,4,11,3.0
256,153,prior,23,4,9,30.0
288,111,prior,32,4,8,5.0
437,61,prior,11,4,11,24.0
699,181,prior,99,4,11,6.0
183,3,prior,4,4,9,7.0
534,159,prior,6,4,9,4.0
736,178,prior,17,4,11,20.0
732,42,prior,82,4,7,2.0
273,124,prior,21,4,11,10.0
192,115,prior,2,4,10,30.0
196,53,prior,52,4,9,2.0
552,163,prior,9,4,9,15.0
738,155,prior,36,4,9,3.0
371,176,prior,20,4,9,4.0
636,2,prior,24,4,8,1.0
626,63,prior,21,4,9,3.0
618,146,prior,19,4,8,2.0
866,36,prior,4,4,10,30.0
120,142,prior,9,4,11,9.0
911,119,prior,21,4,11,2.0
835,179,prior,16,4,9,6.0
58,133,prior,38,4,11,3.0
220,137,prior,1,4,7,
8,66,prior,14,4,8,3.0
632,22,prior,12,4,9,30.0
156,33,prior,11,4,8,27.0
260,160,prior,28,4,11,4.0
96,193,prior,16,4,11,3.0
763,164,prior,10,4,9,7.0
716,72,prior,3,4,11,12.0
401,59,prior,16,4,11,3.0
522,106,prior,8,4,7,9.0
680,86,prior,15,4,12,3.0
693,30,prior,17,4,17,30.0
116,111,prior,67,4,17,15.0
316,26,prior,67,4,12,3.0
221,105,prior,1,4,17,
170,56,prior,3,4,16,7.0
68,89,prior,14,4,16,10.0
852,60,prior,86,4,17,1.0
43,182,prior,2,4,16,18.0
728,140,prior,12,4,13,6.0
189,188,prior,2,4,15,30.0
548,73,prior,37,4,12,0.0
531,148,prior,33,4,14,7.0
188,113,prior,44,4,12,3.0
902,192,prior,11,4,12,3.0
633,13,prior,75,4,14,2.0
775,23,prior,1,4,14,
51,159,prior,10,4,17,8.0
194,83,prior,8,4,17,7.0
48,120,prior,13,4,12,18.0
887,116,prior,2,4,17,14.0
248,194,prior,79,4,12,6.0
433,177,prior,2,4,13,6.0
753,109,prior,4,4,12,30.0
509,58,prior,7,4,14,30.0
793,170,prior,8,4,16,3.0
576,192,prior,35,4,16,8.0
460,164,prior,75,4,12,11.0
298,25,prior,8,4,16,5.0
44,76,prior,6,4,14,2.0
187,162,prior,2,4,13,20.0
424,174,prior,5,4,14,3.0
25,47,prior,24,4,12,12.0
564,42,prior,8,4,17,5.0
590,49,prior,31,4,19,13.0
323,185,prior,6,4,19,30.0
724,198,prior,20,4,20,1.0
942,138,train,17,4,18,21.0
241,175,prior,86,4,22,1.0
173,138,prior,2,4,22,20.0
373,178,prior,15,4,18,2.0
340,189,prior,4,4,19,5.0
885,154,prior,5,4,18,30.0
9,161,prior,41,4,22,2.0
798,41,prior,16,4,18,12.0
118,48,prior,2,4,19,30.0
834,176,prior,19,4,18,11.0
377,196,prior,13,4,18,20.0
167,98,prior,8,4,18,5.0
610,112,prior,63,4,18,4.0
644,136,prior,45,4,21,4.0
915,56,prior,4,4,21,21.0
761,84,prior,7,4,20,2.0
730,112,prior,4,4,20,4.0
152,142,prior,41,4,23,1.0
788,51,prior,19,4,20,8.0
698,176,prior,3,4,18,30.0
128,152,prior,13,4,18,6.0
677,79,prior,42,4,22,6.0
470,92,prior,3,4,19,25.0
204,98,prior,37,4,19,4.0
233,192,prior,3,4,18,10.0
280,43,prior,21,4,23,12.0
446,95,prior,7,4,23,1.0
520,107,prior,12,4,21,7.0
190,196,prior,32,4,21,8.0
646,154,prior,4,4,19,2.0
667,90,prior,3,4,18,23.0
432,54,prior,4,5,0,3.0
302,25,prior,13,5,0,9.0
580,138,prior,9,5,1,2.0
873,140,prior,77,5,3,1.0
819,23,prior,24,5,0,5.0
17,4,prior,31,5,0,3.0
11,66,prior,3,5,0,20.0
238,136,prior,3,5,0,30.0
601,33,prior,14,5,3,9.0
710,68,prior,17,5,4,6.0
75,112,prior,24,5,0,5.0
832,41,prior,2,5,4,30.0
747,3,prior,53,5,3,7.0
660,87,prior,10,5,0,5.0
356,77,prior,3,5,3,30.0
624,179,prior,2,5,5,1.0
947,111,train,8,5,0,6.0
474,127,prior,3,5,0,5.0
453,118,prior,6,5,1,5.0
820,3,prior,2,5,5,8.0
211,187,prior,8,5,0,8.0
334,182,prior,7,5,0,3.0
59,175,prior,9,5,0,5.0
812,176,prior,14,5,3,17.0
400,37,prior,15,5,3,18.0
307,1,prior,3,5,2,19.0
181,166,prior,40,5,1,8.0
709,163,prior,61,5,1,11.0
13,142,prior,32,5,4,4.0
805,115,prior,10,5,5,8.0
465,116,prior,33,5,1,3.0
57,135,prior,2,5,1,30.0
157,106,prior,9,5,0,14.0
884,138,prior,17,5,0,14.0
592,186,prior,51,5,8,4.0
363,54,prior,59,5,10,2.0
448,45,prior,11,5,11,19.0
551,39,prior,53,5,10,7.0
345,156,prior,4,5,11,21.0
568,129,prior,48,5,7,19.0
894,18,prior,13,5,8,14.0
117,94,prior,24,5,7,3.0
235,54,prior,1,5,8,
754,159,prior,1,5,8,
824,154,prior,3,5,9,21.0
638,118,prior,5,5,8,12.0
64,27,prior,28,5,11,30.0
239,113,prior,4,5,11,25.0
822,89,prior,38,5,9,6.0
408,192,prior,11,5,10,4.0
378,116,prior,89,5,8,2.0
662,169,prior,16,5,7,27.0
259,17,prior,11,5,10,4.0
678,188,prior,2,5,9,3.0
414,156,prior,25,5,11,16.0
637,44,prior,13,5,7,11.0
876,134,prior,1,5,10,
310,119,prior,24,5,9,21.0
499,12,prior,11,5,9,1.0
86,45,prior,1,5,7,
553,70,prior,44,5,8,3.0
79,11,prior,25,5,11,15.0
5,19,prior,42,5,9,2.0
756,130,prior,16,5,10,2.0
875,41,prior,9,5,9,2.0
661,76,prior,1,5,10,
703,114,prior,18,5,6,1.0
856,135,prior,38,5,10,6.0
272,184,prior,1,5,10,
829,175,prior,31,5,14,6.0
653,95,prior,3,5,14,18.0
101,168,prior,33,5,17,12.0
889,17,prior,7,5,13,5.0
417,181,prior,7,5,17,30.0
540,143,prior,37,5,15,2.0
567,110,prior,24,5,17,2.0
483,154,prior,27,5,15,7.0
744,56,prior,30,5,16,20.0
172,148,prior,23,5,16,7.0
602,105,prior,15,5,15,1.0
29,43,prior,10,5,15,11.0
705,159,prior,10,5,16,8.0
76,91,prior,8,5,13,10.0
30,35,prior,35,5,15,4.0
503,12,prior,37,5,12,7.0
109,97,prior,18,5,14,3.0
525,89,prior,7,5,14,10.0
199,2,prior,40,5,16,10.0
263,60,prior,44,5,17,7.0
375,128,prior,12,5,16,8.0
702,138,prior,37,5,12,2.0
349,1,prior,5,5,13,8.0
418,3,prior,27,5,16,19.0
870,172,prior,4,5,16,30.0
641,3,prior,10,5,13,30.0
550,189,prior,3,5,13,14.0
141,44,prior,12,5,15,14.0
202,156,prior,37,5,17,12.0
217,115,prior,6,5,16,5.0
882,32,prior,16,5,17,11.0
833,24,prior,6,5,14,17.0
251,85,prior,41,5,17,7.0
308,166,prior,21,5,14,7.0
766,90,prior,20,5,21,5.0
381,162,prior,3,5,20,30.0
579,48,prior,4,5,19,30.0
923,185,train,6,5,18,30.0
130,89,prior,51,5,19,8.0
409,195,prior,6,5,18,9.0
325,146,prior,6,5,21,0.0
691,141,prior,4,5,19,13.0
606,106,prior,2,5,18,0.0
508,196,prior,6,5,21,13.0
107,42,prior,4,5,19,30.0
554,112,prior,49,5,18,5.0
195,161,prior,41,5,18,5.0
502,85,prior,13,5,22,5.0
581,164,prior,1,5,22,
321,12,prior,9,5,21,21.0
612,20,prior,7,5,18,2.0
684,85,prior,7,5,19,7.0
162,18,prior,14,5,19,6.0
787,180,prior,5,5,22,6.0
103,176,prior,25,5,21,4.0
286,21,prior,36,5,20,1.0
209,69,prior,11,5,19,11.0
395,175,prior,5,5,19,25.0
846,62,prior,15,5,18,4.0
125,98,prior,25,5,19,6.0
871,36,prior,19,5,19,7.0
647,136,prior,2,5,19,30.0
764,109,prior,4,5,19,9.0
544,97,prior,4,5,19,30.0
33,67,prior,1,5,21,
63,198,prior,34,5,18,5.0
789,60,prior,3,5,23,6.0
809,142,prior,8,6,5,13.0
369,53,prior,20,6,0,2.0
950,141,train,7,6,0,30.0
346,128,prior,6,6,4,2.0
706,137,prior,15,6,1,12.0
342,168,prior,54,6,3,8.0
319,135,prior,51,6,3,5.0
450,122,prior,13,6,0,21.0
140,168,prior,6,6,3,9.0
648,86,prior,4,6,1,7.0
838,7,prior,35,6,0,1.0
