order_id,product_id,add_to_cart_order,reordered
43015,5450,13,0
43015,15462,14,1
43015,8193,15,0
43015,23801,16,0
43015,7411,17,0
43015,46900,18,0
43015,10221,19,0
43015,7628,20,0
43015,12283,21,0
43015,31557,22,1
53797,31506,1,1
53797,44008,2,0
53797,6104,3,1
53797,8424,4,1
53797,31915,5,1
53797,47630,6,1
62737,35143,1,0
62737,12013,2,0
62737,46145,3,0
62737,47759,4,0
62737,41272,5,0
70602,5646,1,0
70602,9339,2,0
70602,18234,3,0
70602,31717,4,0
70602,48023,5,0
70602,40723,6,0
70692,8277,1,0
70692,45007,2,1
70692,21137,3,0
70692,47209,4,1
70692,34230,5,1
70692,8053,6,1
70692,27521,7,1
70864,46979,1,0
70864,38383,2,0
70864,28986,3,1
70864,30391,4,1
70864,37687,5,0
70864,38266,6,1
70864,4799,7,1
70864,24184,8,1
70864,12891,9,1
77811,2707,1,0
77811,33351,2,0
77811,19051,3,1
77811,41844,4,1
77811,432,5,0
77811,36170,6,0
77811,47284,7,0
83592,41950,1,1
83592,24852,2,1
83592,49478,3,1
83592,47766,4,1
83592,28985,5,1
83592,49435,6,1
83592,11182,7,0
83592,29127,8,1
83592,26949,9,1
83592,26209,10,1
83592,21527,11,1
83592,13083,12,1
83592,37022,13,1
83592,41065,14,1
83592,37646,15,1
83592,21405,16,1
83592,13629,17,1
83592,39928,18,1
83592,47626,19,1
83592,1577,20,1
83592,35921,21,1
83592,581,22,0
83592,30489,23,1
83592,1994,24,1
83592,25919,25,1
83592,46969,26,0
83592,28199,27,1
83592,2228,28,0
83592,28769,29,0
83592,11789,30,0
83592,44628,31,0
101910,45535,1,1
101910,44359,2,1
101910,626,3,1
101910,17720,4,1
101910,22935,5,1
107991,47119,1,1
107991,33741,2,1
107991,14126,3,1
107991,33401,4,1
107991,329,5,1
107991,45633,6,1
107991,4920,7,1
107991,21137,8,1
113285,13598,1,1
113285,24852,2,1
113285,48679,3,0
113285,5450,4,0
113285,21903,5,0
117875,35715,1,0
117875,22270,2,0
117875,29598,3,0
117875,45537,4,0
117875,3330,5,0
117875,36968,6,0
117875,20906,7,0
117875,34134,8,0
117875,31469,9,0
120723,31717,1,1
120723,26209,2,1
120723,8518,3,1
120723,31562,4,0
120723,27966,5,1
120723,13776,6,0
121521,19702,1,1
121521,42719,2,1
121521,26604,3,1
121521,27744,4,1
121521,36550,5,0
121521,46665,6,0
121521,32622,7,0
121848,32403,1,1
121848,23909,2,1
121848,36978,3,1
121848,9007,4,1
121848,14165,5,1
121848,4137,6,1
121848,21100,7,1
121848,29443,8,1
121848,33331,9,1
121848,13245,10,0
132908,24850,1,0
132908,35782,2,1
132908,24852,3,1
132908,49683,4,1
132908,13383,5,1
132908,47626,6,1
132908,9515,7,1
132908,22963,8,0
132908,12384,9,1
132908,16797,10,1
132908,13629,11,0
132908,15995,12,0
132908,42736,13,1
132908,49610,14,1
132908,46906,15,1
132908,14778,16,1
132908,33825,17,0
132908,27845,18,1
132908,17600,19,1
132908,24830,20,0
132908,40708,21,0
132908,44987,22,0
132908,34126,23,0
132908,15937,24,0
132908,42243,25,0
132908,24622,26,0
132908,5652,27,0
132908,34448,28,0
132908,26620,29,0
140712,17482,1,0
141265,42193,1,0
141265,11777,2,0
141265,24852,3,0
141265,25138,4,0
141265,20082,5,0
141265,45774,6,0
141265,11143,7,0
141265,41999,8,0
141265,45645,9,0
141265,5322,10,0
141265,38656,11,0
141265,8277,12,0
141265,42817,13,0
141265,8671,14,0
141265,38414,15,0
141265,23774,16,0
142909,12745,1,1
142909,31640,2,1
142909,21137,3,0
142909,21961,4,0
142909,38293,5,0
142909,41793,6,0
142909,21903,7,1
142909,21791,8,0
142909,37335,9,0
142909,38689,10,0
142909,8277,11,0
142909,13730,12,0
142909,36735,13,1
142909,6972,14,0
142909,21393,15,0
142909,8088,16,0
142909,22935,17,0
142909,47766,18,0
142909,44418,19,0
142909,21938,20,0
142909,10749,21,0
142909,15290,22,0
142909,26620,23,0
142909,7021,24,0
142909,3957,25,1
142909,2658,26,0
144072,22888,1,0
144072,46906,2,1
144072,24024,3,1
145286,39877,1,0
145286,37646,2,0
145286,26209,3,0
145286,18880,4,0
145286,10537,5,1
145286,21903,6,1
145286,27104,7,1
145286,28842,8,0
145286,8518,9,0
145286,20114,10,0
145286,32537,11,0
149223,46979,1,0
149223,16759,2,0
149223,27966,3,0
149223,48825,4,0
149223,5825,5,0
149223,37886,6,0
149223,12440,7,0
149223,46025,8,0
149223,44923,9,0
149223,39251,10,0
151462,24852,1,1
151462,43352,2,1
151462,26604,3,1
151462,33120,4,1
151462,16083,5,1
151462,17568,6,0
151462,28985,7,1
151462,47626,8,1
151462,34688,9,1
151462,14084,10,1
151462,3896,11,1
151462,10912,12,0
151462,26915,13,0
151462,25527,14,0
151462,31288,15,0
151462,12745,16,0
151462,11737,17,0
151462,8277,18,1
151462,20520,19,1
151462,28842,20,1
151462,42701,21,1
154753,16349,1,1
154753,22935,2,1
154753,13176,3,1
154753,40251,4,0
154753,23400,5,0
154753,45748,6,0
154753,40913,7,0
154753,27966,8,0
154753,21137,9,0
154753,28899,10,1
154753,19886,11,1
154753,48908,12,0
154753,14684,13,0
154753,900,14,0
154753,24765,15,0
154753,1322,16,0
154753,15941,17,0
154753,47325,18,0
154753,6873,19,1
155390,20842,1,1
155390,3374,2,0
155390,34487,3,1
155390,42888,4,1
155390,4210,5,1
155390,23909,6,1
155390,21158,7,1
155390,47950,8,0
155390,43690,9,1
155390,18966,10,0
155390,100,11,1
155866,42943,1,0
155866,44355,2,0
155866,6416,3,0
155866,25945,4,0
155866,33787,5,0
155866,33698,6,0
155866,15522,7,0
155866,6507,8,0
155866,22782,9,0
155866,33754,10,0
155866,9901,11,0
156189,21137,1,1
156189,8048,2,0
156189,14979,3,0
157485,11005,1,0
157485,21560,2,0
157485,13852,3,1
158860,43920,1,0
158860,47766,2,1
158860,42265,3,0
158860,781,4,0
158860,26317,5,0
158860,5883,6,0
159327,10749,1,1
159327,43662,2,1
159327,13263,3,1
159327,21077,4,1
159327,22935,5,1
159327,12614,6,1
159327,46505,7,1
159327,25890,8,1
159327,16759,9,1
159327,14992,10,0
159327,5991,11,0
159341,27845,1,1
159341,24852,2,1
159341,16521,3,1
159341,4421,4,1
162871,41787,1,1
162871,40825,2,1
162871,44614,3,1
162871,37405,4,1
162871,13033,5,1
162871,27356,6,1
173772,45774,1,0
173772,11143,2,0
173772,48186,3,0
173772,22395,4,0
173772,7863,5,0
173772,16083,6,0
173772,17872,7,1
173772,5479,8,1
173772,45356,9,1
173772,39947,10,1
173772,20113,11,1
173772,19677,12,1
173772,8467,13,1
173772,13176,14,0
173772,41787,15,1
174059,41661,1,0
174059,22819,2,0
174059,13772,3,0
174059,35921,4,0
174059,36070,5,0
174059,32429,6,0
174059,22556,7,0
174059,1408,8,0
174059,46147,9,0
174059,40898,10,0
174059,35601,11,0
174059,28609,12,0
174059,43568,13,0
174059,26769,14,0
183308,31778,1,1
183308,27549,2,1
183308,7644,3,1
183308,20654,4,1
183308,44830,5,1
183308,28204,6,1
183308,40190,7,1
183308,10439,8,0
184424,34746,1,1
184424,3765,2,1
184424,3560,3,1
184424,2778,4,1
184424,33050,5,1
184424,28427,6,1
184424,23744,7,1
184424,5818,8,1
185308,24512,1,0
185308,44142,2,1
185308,20691,3,0
185308,17108,4,0
185308,4853,5,0
185308,34358,6,0
185308,13536,7,1
185308,22144,8,0
185308,14617,9,0
185308,24235,10,0
185308,28928,11,1
185308,49395,12,1
196467,25461,1,0
196467,20468,2,1
196467,24391,3,1
196467,21146,4,1
196467,23182,5,1
196467,39959,6,1
196467,39434,7,1
196467,6195,8,1
196467,45429,9,1
196467,23700,10,1
196467,49409,11,1
196467,7785,12,1
197502,40852,1,1
197502,22899,2,1
197729,16797,1,1
197729,12572,2,1
197729,49235,3,0
197729,11046,4,0
197729,21903,5,1
197729,5965,6,0
199461,21137,1,0
199461,13176,2,0
199461,36011,3,0
199461,42265,4,0
199461,35951,5,0
199461,44008,6,0
199461,38293,7,0
199461,19508,8,0
199461,43772,9,0
199461,28851,10,0
199461,30489,11,0
199461,10912,12,0
199461,46906,13,0
199461,27323,14,0
199461,5077,15,0
199461,4138,16,0
199461,694,17,0
199461,27966,18,0
201976,27845,1,0
201976,27966,2,0
201976,26604,3,0
201976,12703,4,0
201976,20632,5,0
201976,19049,6,0
201976,13176,7,0
201976,45007,8,0
201976,34126,9,0
201976,40363,10,1
201976,38777,11,0
201976,34584,12,0
201976,4957,13,1
201976,33754,14,1
201976,18523,15,1
201976,33787,16,1
201976,24489,17,0
201976,38159,18,0
202728,22935,1,1
202728,22474,2,1
202728,24184,3,1
202728,5025,4,1
202728,18288,5,1
203040,47766,1,1
203040,12699,2,1
203040,28204,3,1
203040,46654,4,1
203040,21903,5,1
203040,46906,6,1
207957,13176,1,1
207957,31720,2,1
207957,23029,3,0
212427,32239,1,1
212427,35181,2,1
212427,20738,3,1
212427,42403,4,1
212427,5422,5,1
212427,27020,6,1
212427,5884,7,1
212427,27086,8,1
212427,40028,9,1
212427,9387,10,1
212427,21333,11,1
218020,24852,1,1
218020,42803,2,1
218020,19348,3,1
218020,38618,4,1
218020,43662,5,1
218020,12896,6,1
218020,22620,7,1
218020,24985,8,1
218020,14870,9,1
218643,13176,1,1
218643,16083,2,1
218643,14947,3,1
218643,21137,4,1
218643,43352,5,1
218643,21405,6,1
218643,4920,7,1
218643,47209,8,1
218643,26604,9,1
218643,6489,10,1
218643,35939,11,1
218643,22825,12,1
218643,45066,13,1
218643,41874,14,1
218643,41658,15,1
221299,48628,1,1
221299,2091,2,1
221299,38689,3,1
221299,33373,4,0
221299,30561,5,1
221299,34,6,1
221299,30489,7,1
221299,27104,8,1
221299,10621,9,0
221299,9839,10,0
221299,38419,11,0
221299,12872,12,1
233299,6194,1,0
233299,35,2,1
235389,24852,1,1
235389,28204,2,1
235389,43352,3,1
235389,36186,4,1
235389,28299,5,1
235389,26604,6,1
235389,12875,7,1
235389,12914,8,1
235389,46041,9,1
235389,12456,10,0
235389,21936,11,1
235389,35042,12,0
235389,16997,13,0
235389,5450,14,1
235389,10255,15,1
235389,1148,16,1
235389,1181,17,1
235389,48426,18,0
235389,32538,19,0
239789,48577,1,0
239789,44233,2,0
239789,30480,3,1
239789,34939,4,0
239789,44142,5,0
239789,37687,6,1
239789,5240,7,1
239789,39279,8,1
239789,32691,9,1
239789,32959,10,1
239789,34126,11,1
239789,13984,12,1
239789,34530,13,1
239789,41950,14,1
239789,36550,15,1
239952,24363,1,1
239952,20542,2,1
239952,45007,3,0
239952,8518,4,0
239952,42625,5,0
239952,40604,6,0
239952,22312,7,0
240080,6765,1,0
240080,19393,2,0
240080,30450,3,1
240080,29627,4,1
240080,25010,5,1
240080,2078,6,1
247216,23044,1,1
247216,5101,2,1
247216,14992,3,1
247216,17329,4,0
247216,21278,5,1
247216,44014,6,1
247216,10492,7,1
247216,31471,8,1
247216,48984,9,0
247736,22620,1,1
247736,14464,2,1
247736,21005,3,0
247736,17022,4,0
247736,49363,5,1
247736,45483,6,1
247736,20268,7,1
247736,9340,8,1
247736,10145,9,0
247736,9176,10,0
247736,215,11,0
247736,7547,12,0
247736,6142,13,1
248383,30027,1,0
248383,27521,2,0
248383,45741,3,1
248383,27845,4,1
248383,30881,5,1
248383,30233,6,1
248383,2314,7,1
248383,46650,8,1
250605,20842,1,1
250605,21137,2,1
250605,43101,3,1
250605,36869,4,0
250605,27966,5,1
250605,36606,6,1
250605,42342,7,1
250605,30489,8,1
250605,2269,9,1
252562,35221,1,0
252562,47766,2,1
252562,43073,3,0
252562,8138,4,0
252562,45,5,0
252562,44142,6,0
252562,49533,7,0
252562,14633,8,0
252562,5764,9,1
252562,8424,10,0
252562,34496,11,0
252562,43908,12,0
252562,45007,13,0
257640,24852,1,1
257640,6015,2,1
257640,5428,3,1
257640,23650,4,1
257640,3957,5,1
257640,5876,6,1
269056,2974,1,1
269056,41290,2,1
269056,45037,3,1
285575,19820,1,0
285575,14877,2,0
285575,2639,3,0
285575,34503,4,1
285575,4614,5,1
285575,36011,6,1
285575,9076,7,1
285575,3919,8,1
285906,28204,1,1
285906,39107,2,0
285906,24852,3,1
286608,21137,1,1
286608,14466,2,1
286608,13176,3,1
286608,1374,4,1
286608,9955,5,1
286608,43858,6,1
286608,446,7,1
286608,43086,8,1
286608,30391,9,1
286608,49383,10,1
286608,34126,11,1
286608,19057,12,1
286608,39928,13,0
286608,39877,14,1
286608,22825,15,1
286608,36082,16,0
286608,8277,17,1
286608,20995,18,1
286608,12456,19,1
286608,43760,20,1
286608,33569,21,1
286608,45063,22,0
286608,31225,23,1
286608,45633,24,1
286608,27509,25,0
286608,49175,26,1
286608,20113,27,1
286608,216,28,0
286608,13524,29,1
286608,8174,30,0
286608,32177,31,0
287281,10385,1,1
287281,27966,2,1
287281,23165,3,1
287281,9595,4,1
287281,20186,5,0
287281,9267,6,0
300780,21903,1,1
300780,38026,2,1
300780,22825,3,1
300780,28204,4,1
300780,10912,5,1
300780,43129,6,1
300780,5785,7,1
300780,6948,8,1
300780,4962,9,0
300780,10125,10,1
300780,16797,11,0
307257,45603,1,1
307257,40706,2,1
307257,11520,3,0
307257,22632,4,0
307257,18567,5,0
307257,27086,6,0
307257,39029,7,0
307257,22372,8,0
309367,8277,1,1
309367,35595,2,1
309367,21137,3,0
309367,35907,4,1
309367,2086,5,1
309367,17281,6,1
309367,43768,7,0
315871,43876,1,0
315871,21368,2,0
315871,49381,3,0
315871,34450,4,0
315871,12195,5,0
315871,11597,6,1
315871,49267,7,0
315871,11210,8,0
315871,44142,9,1
315871,48697,10,0
315871,32624,11,1
315871,13780,12,1
315871,24271,13,0
324340,16168,1,1
324340,21372,2,1
324340,18998,3,1
324340,38884,4,0
324340,39803,5,0
324340,26767,6,0
324340,33198,7,1
331587,42556,1,0
331587,41519,2,0
331587,36956,3,0
337625,13249,1,1
337625,15599,2,0
337625,22000,3,0
337625,27360,4,0
337625,24852,5,1
337625,38739,6,1
338829,44422,1,0
338829,21616,2,0
338829,14084,3,1
338829,21903,4,0
345196,45066,1,1
345196,40516,2,0
345196,45570,3,1
345196,25527,4,1
345196,30135,5,1
345196,16797,6,1
345196,21252,7,1
345196,40852,8,1
345196,44422,9,1
345196,23375,10,1
345196,2476,11,0
345196,39662,12,0
347394,29447,1,1
347394,36724,2,1
347394,49247,3,1
347394,19182,4,1
347394,37646,5,1
347394,16254,6,1
347394,3330,7,1
347394,27156,8,1
347394,4656,9,1
347394,781,10,0
347394,37193,11,0
347394,3376,12,0
347394,3896,13,0
347394,42110,14,0
360186,5077,1,0
360186,24852,2,0
360186,30233,3,0
360186,15613,4,0
360186,32566,5,0
360186,6052,6,0
360186,9018,7,0
360186,41220,8,0
360186,26369,9,0
360186,1263,10,0
360186,35221,11,0
360186,29603,12,0
360186,49340,13,0
361352,14705,1,1
361352,1399,2,1
361352,32085,3,1
361352,20561,4,1
361352,7781,5,1
361352,12817,6,1
361352,39041,7,1
361352,7648,8,1
361352,17807,9,1
361352,17080,10,0
361352,40174,11,0
361352,16953,12,1
365775,19660,1,1
365775,39275,2,1
365775,22362,3,1
365775,46061,4,0
368948,12341,1,1
368948,10258,2,1
371733,2915,1,1
371733,1826,2,1
371733,35458,3,1
371733,19368,4,1
371733,16871,5,1
371733,24852,6,1
371733,41276,7,1
376436,34350,1,0
376436,43091,2,0
376436,36310,3,1
376436,43986,4,1
376436,21553,5,1
376436,21296,6,1
376436,26806,7,1
376436,35321,8,1
377052,11576,1,0
377052,11651,2,1
377052,22008,3,0
377052,5150,4,1
377052,8230,5,0
377052,30627,6,0
377052,546,7,0
377052,16840,8,0
377052,18829,9,0
377052,8123,10,0
380593,37067,1,0
380593,5161,2,0
380593,27845,3,0
380593,27966,4,0
380593,14491,5,0
380593,22210,6,0
380593,38985,7,0
380593,12492,8,0
380593,30529,9,0
380593,46807,10,0
380593,6541,11,0
380593,32647,12,0
380593,32831,13,0
380593,17579,14,0
380593,29544,15,0
380593,25949,16,0
380593,16185,17,0
380593,5456,18,0
380593,38274,19,0
380593,21137,20,0
380593,28985,21,0
391827,21909,1,0
391827,27470,2,0
391827,24852,3,0
391827,9582,4,0
391827,34262,5,0
391827,23020,6,0
391827,35221,7,0
391827,37709,8,0
391827,5737,9,0
391827,27829,10,0
391827,36724,11,0
391827,37158,12,0
391827,23952,13,0
391827,39275,14,0
391827,24159,15,0
391827,28058,16,0
392547,13575,1,1
392547,16797,2,1
392547,21292,3,1
394934,47626,1,0
394934,44632,2,1
394934,35221,3,1
394934,26620,4,1
394934,39947,5,1
394934,18362,6,1
394934,45123,7,1
400362,2855,1,1
400362,13078,2,1
404046,27796,1,0
404046,14147,2,0
404046,13988,3,0
404046,5991,4,0
404046,34953,5,1
404046,40542,6,1
404046,21010,7,0
404046,34287,8,0
404046,30021,9,0
405198,35547,1,1
405198,19057,2,1
405198,39928,3,1
405198,40706,4,1
405198,21137,5,1
405198,46654,6,1
405198,45007,7,1
405198,3952,8,1
405198,30391,9,0
405198,22935,10,1
405198,5450,11,0
405198,13629,12,1
405198,11782,13,1
405198,31557,14,1
405198,4799,15,0
407127,17400,1,0
407127,40516,2,0
407127,10246,3,0
407127,7559,4,0
407127,13431,5,0
407127,21417,6,0
407127,4473,7,0
407127,7456,8,0
407127,21405,9,0
407127,31717,10,0
407127,26209,11,0
407127,12748,12,0
407127,47209,13,0
407127,16797,14,0
408059,24852,1,1
408059,33159,2,0
408059,39581,3,1
409367,47626,1,1
409367,7628,2,0
409367,29118,3,0
409367,49284,4,0
409367,13780,5,0
412674,38374,1,0
412674,24367,2,0
412674,20144,3,0
412674,3765,4,0
412717,29603,1,1
412717,24852,2,1
412717,11777,3,1
412717,32864,4,1
412717,32734,5,0
412717,12464,6,1
412717,21955,7,0
412717,38508,8,1
412717,33055,9,1
412717,16797,10,1
415180,8954,1,0
415180,9804,2,0
415180,14328,3,0
415180,19532,4,0
415180,25132,5,0
415180,32338,6,0
415180,47626,7,0
416252,13176,1,0
416252,11941,2,0
416252,23339,3,0
416252,24561,4,0
416252,32239,5,0
416252,42736,6,0
416252,7175,7,0
416252,5750,8,0
416252,47209,9,0
416252,26497,10,0
416252,15290,11,0
416252,47626,12,0
416252,6758,13,0
416252,43803,14,0
416252,13870,15,0
416252,18721,16,0
416252,38508,17,0
416252,41860,18,0
416252,11383,19,0
416252,41665,20,0
416252,20985,21,0
416252,42637,22,0
416252,24799,23,0
416252,28465,24,0
416252,43662,25,0
416252,32429,26,0
416252,3265,27,0
417493,44310,1,1
417493,20081,2,1
417493,21616,3,1
417493,4472,4,1
417493,9138,5,1
417493,40396,6,1
417493,16570,7,1
417493,5212,8,1
417493,27695,9,1
418140,11198,1,0
418140,8988,2,0
418140,1446,3,0
418140,742,4,0
418140,22035,5,1
418140,42694,6,1
418140,4920,7,1
418140,13176,8,1
418140,41290,9,1
426061,42305,1,1
426061,35284,2,1
426061,14674,3,1
426061,9175,4,1
426061,22043,5,1
426061,17932,6,0
426715,42184,1,1
426715,9547,2,1
426715,43133,3,0
426715,12506,4,0
426715,47631,5,0
426715,29657,6,1
426715,16177,7,0
426715,1498,8,0
426715,40674,9,0
428708,37067,1,0
428708,10749,2,1
428708,31717,3,1
428708,49,4,1
431577,5181,1,0
434026,44389,1,0
434026,30480,2,0
434026,8670,3,0
434026,5077,4,0
434026,12144,5,1
434026,47119,6,0
434026,39966,7,0
434026,17794,8,0
434026,26985,9,0
434026,24852,10,1
434026,33754,11,0
434026,3905,12,0
434026,40709,13,0
434026,11461,14,0
434026,44632,15,0
434026,48222,16,0
434026,26384,17,1
434026,42964,18,0
434026,17600,19,0
438131,33636,1,0
438131,9839,2,0
438131,5876,3,1
438131,24236,4,1
438131,27104,5,1
438131,48679,6,1
438131,48595,7,1
438131,24964,8,1
438131,47209,9,1
438131,13176,10,1
438131,8277,11,1
438131,11821,12,1
438131,30489,13,1
438131,22035,14,1
438131,18656,15,1
438131,651,16,1
438131,36339,17,1
438131,41437,18,1
438131,31927,19,1
438131,26282,20,1
438131,2535,21,1
442159,47766,1,0
442159,3464,2,1
442159,19759,3,0
442159,38273,4,0
442159,35951,5,1
444511,36808,1,0
444511,27240,2,0
444511,5259,3,1
444511,1176,4,0
444511,30197,5,1
444511,3185,6,0
444511,38146,7,1
444511,32700,8,0
444511,15290,9,1
444511,14992,10,0
444511,44161,11,0
444511,48246,12,1
444511,20282,13,0
444511,29346,14,0
445620,37646,1,1
445620,27845,2,1
445620,46969,3,1
445620,37464,4,0
445620,10017,5,0
445620,42265,6,0
445620,25588,7,1
445620,260,8,1
445620,42380,9,0
445620,17170,10,0
445620,44449,11,0
452763,28985,1,1
452763,24852,2,1
452763,21137,3,1
452763,21405,4,1
452763,36164,5,1
452763,42625,6,0
452763,45007,7,0
452763,8518,8,1
452763,5450,9,0
452763,47672,10,0
452763,23029,11,0
452763,35263,12,0
452763,33602,13,0
452763,48745,14,0
452763,38164,15,0
452763,7223,16,1
452763,6510,17,0
452763,8021,18,1
454616,49010,1,0
454616,40310,2,0
454616,42356,3,0
454616,25601,4,0
454616,8195,5,0
454616,48898,6,0
454616,383,7,0
454616,41381,8,0
454616,35336,9,0
454616,21225,10,0
454616,5445,11,0
454616,15153,12,0
454616,49610,13,0
457992,17794,1,1
457992,28058,2,1
457992,38419,3,1
457992,34126,4,1
457992,27966,5,1
458149,21903,1,0
458149,47144,2,1
458149,24852,3,1
458149,30169,4,1
458149,36856,5,1
458149,32177,6,0
458149,13984,7,1
458149,7179,8,1
458149,43961,9,0
458149,29662,10,1
458149,5612,11,0
458149,46979,12,1
461386,22035,1,1
461386,2326,2,0
461386,49235,3,1
461386,21137,4,1
461386,26856,5,1
461386,41540,6,0
461386,39928,7,1
461386,27845,8,0
461386,5450,9,1
461386,7870,10,0
461386,47672,11,0
461386,31927,12,1
461386,43713,13,0
461386,5959,14,0
461386,45633,15,1
461386,48442,16,0
461386,40396,17,1
461386,33043,18,1
461386,46686,19,0
461386,9092,20,1
461386,47792,21,0
461386,9265,22,1
461386,42356,23,0
461386,9019,24,1
461386,13730,25,0
461386,20631,26,0
461386,34745,27,0
461386,5114,28,1
461386,39977,29,0
461386,34249,30,1
461386,5886,31,1
461386,1907,32,1
461386,15392,33,0
461386,27999,34,0
461386,31772,35,0
461386,28378,36,1
461386,43875,37,1
461386,40173,38,1
461386,46082,39,1
461386,29370,40,1
461386,28597,41,1
461386,23879,42,1
461386,21526,43,0
461386,24810,44,0
461386,10574,45,0
461386,48595,46,0
461386,35132,47,0
461386,4162,48,1
461386,12616,49,1
461386,39877,50,0
461386,19057,51,0
461386,49113,52,0
462568,41950,1,0
462568,20383,2,0
462568,37538,3,1
467889,29388,1,0
467889,37940,2,0
467889,25727,3,0
467889,27801,4,0
467889,19766,5,0
467889,46107,6,0
467889,31120,7,0
467889,10455,8,0
467889,22929,9,0
467889,36813,10,0
467889,21955,11,0
467889,13176,12,0
467889,6341,13,0
467889,2781,14,0
470581,37067,1,1
470581,21468,2,1
470581,28769,3,1
470581,10749,4,1
470581,43768,5,1
470581,1244,6,1
470581,8518,7,1
470581,27012,8,1
470581,33401,9,1
470581,40604,10,1
470581,8277,11,0
470581,45123,12,1
470581,4029,13,1
470581,32052,14,1
470581,11408,15,1
470581,37825,16,1
470581,24263,17,0
470581,33731,18,1
470581,21137,19,1
470581,40706,20,1
470581,42110,21,1
473494,9851,1,0
473494,22231,2,0
473494,40892,3,0
473494,47596,4,0
473494,33745,5,0
473494,7606,6,0
473494,44206,7,0
473494,46388,8,0
473494,38511,9,0
473494,5223,10,0
481525,37687,1,0
481525,19660,2,1
481525,20520,3,1
481525,2228,4,1
481525,27012,5,1
481525,19057,6,1
481525,19446,7,0
481525,44953,8,1
481525,31717,9,0
481525,20600,10,0
481525,36542,11,0
481525,12206,12,0
481525,18370,13,0
481525,41950,14,0
481525,6046,15,0
483636,39180,1,1
483636,44786,2,1
489413,5876,1,1
489413,22559,2,1
489413,11481,3,0
489413,28278,4,0
490698,44201,1,1
490698,2452,2,1
490698,44560,3,1
490698,26351,4,1
490698,4006,5,1
490698,6416,6,1
490698,3221,7,1
490698,24434,8,1
490698,16965,9,1
490698,40063,10,1
490698,47774,11,1
490698,14901,12,1
490698,24852,13,1
490698,16797,14,1
490698,31268,15,1
490698,49416,16,1
490698,42265,17,0
490698,44234,18,1
490698,32819,19,1
490698,45761,20,0
490698,8193,21,0
490698,49683,22,0
490698,43857,23,0
490698,30759,24,0
490698,36651,25,0
490698,46820,26,0
490698,34339,27,0
490717,12121,1,0
490717,44910,2,0
490717,40604,3,0
490717,25947,4,0
490717,21616,5,0
490717,32734,6,0
490717,38273,7,0
490717,48595,8,0
490717,16185,9,0
490717,49683,10,0
490717,49383,11,0
518746,41787,1,1
