order_id,product_id,review_id,add_to_cart_order,reordered,review_id.1
23,2829,23,23,1,23
23,169,23,24,1,23
23,2434,23,25,1,23
23,4340,23,26,0,23
23,2628,23,27,1,23
23,186,23,28,0,23
23,2678,23,29,0,23
23,1096,23,30,0,23
23,4131,23,31,0,23
24,4205,24,1,1,24
24,4100,24,2,1,24
24,57,24,3,1,24
24,1641,24,4,1,24
24,2170,24,5,1,24
25,4351,25,1,1,25
25,3118,25,2,1,25
25,1329,25,3,1,25
25,3087,25,4,1,25
25,33,25,5,1,25
25,4218,25,6,1,25
25,422,25,7,1,25
25,1980,25,8,1,25
26,1281,26,1,1,26
26,2351,26,2,1,26
26,4487,26,3,0,26
26,482,26,4,0,26
26,2061,26,5,0,26
27,3304,27,1,0,27
27,2104,27,2,0,27
27,2755,27,3,0,27
27,4206,27,4,0,27
27,266,27,5,0,27
27,3429,27,6,0,27
27,1952,27,7,0,27
27,3150,27,8,0,27
27,2908,27,9,0,27
28,2937,28,1,1,28
28,2461,28,2,1,28
28,782,28,3,1,28
28,2919,28,4,0,28
28,2611,28,5,1,28
28,1296,28,6,0,28
29,1835,29,1,1,29
29,3941,29,2,1,29
29,2494,29,3,1,29
29,2598,29,4,1,29
29,3396,29,5,0,29
29,4308,29,6,0,29
29,3016,29,7,0,29
30,2995,30,1,1,30
30,2267,30,2,1,30
30,3431,30,3,1,30
30,823,30,4,1,30
30,1336,30,5,1,30
30,348,30,6,1,30
30,1973,30,7,1,30
30,2743,30,8,1,30
30,3079,30,9,1,30
30,1247,30,10,0,30
31,2350,31,1,0,31
31,3313,31,2,1,31
31,2351,31,3,1,31
31,4583,31,4,1,31
31,1260,31,5,1,31
31,4394,31,6,1,31
31,885,31,7,1,31
31,2174,31,8,0,31
31,1157,31,9,1,31
31,1561,31,10,1,31
31,1284,31,11,0,31
31,1491,31,12,0,31
31,3942,31,13,1,31
31,4577,31,14,1,31
31,4334,31,15,1,31
31,1392,31,16,1,31
31,3127,31,17,0,31
31,2604,31,18,1,31
31,1627,31,19,1,31
31,2347,31,20,0,31
31,3755,31,21,0,31
31,4160,31,22,0,31
31,3148,31,23,0,31
31,1486,31,24,0,31
31,3890,31,25,0,31
31,2332,31,26,0,31
31,504,31,27,0,31
31,3188,31,28,0,31
31,2495,31,29,0,31
32,1621,32,1,0,32
33,3885,33,1,0,33
33,1092,33,2,0,33
33,2351,33,3,0,33
33,2373,33,4,0,33
33,1868,33,5,0,33
33,4232,33,6,0,33
33,1038,33,7,0,33
33,3874,33,8,0,33
33,4220,33,9,0,33
33,466,33,10,0,33
33,3575,33,11,0,33
33,768,33,12,0,33
33,3949,33,13,0,33
33,793,33,14,0,33
33,3551,33,15,0,33
33,2258,33,16,0,33
34,1192,34,1,1,34
34,2927,34,2,1,34
34,1980,34,3,0,34
34,2069,34,4,0,34
34,3543,34,5,0,34
34,3856,34,6,0,34
34,2061,34,7,1,34
34,2050,34,8,0,34
34,3463,34,9,0,34
34,3579,34,10,0,34
34,768,34,11,0,34
34,1292,34,12,0,34
34,3414,34,13,1,34
34,628,34,14,0,34
34,2013,34,15,0,34
34,750,34,16,0,34
34,2170,34,17,0,34
34,4407,34,18,0,34
34,4108,34,19,0,34
34,2067,34,20,0,34
34,1004,34,21,0,34
34,1440,34,22,0,34
34,2495,34,23,0,34
34,635,34,24,0,34
34,331,34,25,1,34
34,228,34,26,0,34
35,2165,35,1,0,35
35,4334,35,2,1,35
35,2277,35,3,1,35
36,3679,36,1,0,36
36,3489,36,2,0,36
36,2461,36,3,0,36
36,1751,36,4,0,36
36,988,36,5,1,36
36,2061,36,6,1,36
36,2540,36,7,1,36
36,2684,36,8,0,36
36,782,36,9,0,36
36,1870,36,10,0,36
36,3006,36,11,0,36
37,4341,37,1,0,37
37,1560,37,2,0,37
37,2611,37,3,0,37
37,4503,37,4,0,37
37,518,37,5,0,37
37,3504,37,6,0,37
37,1164,37,7,0,37
37,4254,37,8,0,37
37,4155,37,9,0,37
37,3633,37,10,0,37
38,2351,38,1,1,38
38,3997,38,2,1,38
38,2494,38,3,1,38
38,3060,38,4,1,38
38,1496,38,5,1,38
38,1625,38,6,0,38
38,2697,38,7,1,38
38,4394,38,8,1,38
38,3215,38,9,1,38
38,1324,38,10,1,38
38,326,38,11,1,38
38,1017,38,12,0,38
38,2526,38,13,0,38
38,2401,38,14,0,38
38,2893,38,15,0,38
38,1192,38,16,0,38
38,1087,38,17,0,38
38,768,38,18,1,38
38,1909,38,19,1,38
38,2684,38,20,1,38
38,3938,38,21,1,38
39,1516,39,1,1,39
39,2170,39,2,1,39
39,1241,39,3,1,39
39,3714,39,4,0,39
39,2222,39,5,0,39
39,4229,39,6,0,39
39,3778,39,7,0,39
39,2611,39,8,0,39
39,1980,39,9,0,39
39,2689,39,10,1,39
39,1850,39,11,1,39
39,4511,39,12,0,39
39,1382,39,13,0,39
39,74,39,14,0,39
39,2342,39,15,0,39
39,103,39,16,0,39
39,1487,39,17,0,39
39,4369,39,18,0,39
39,622,39,19,1,39
40,1944,40,1,1,40
40,270,40,2,0,40
40,3192,40,3,1,40
40,3956,40,4,1,40
40,356,40,5,1,40
40,2267,40,6,1,40
40,1983,40,7,1,40
40,4427,40,8,0,40
40,4018,40,9,1,40
40,1760,40,10,0,40
40,8,40,11,1,40
41,3958,41,1,0,41
41,4099,41,2,0,41
41,585,41,3,0,41
41,2437,41,4,0,41
41,3124,41,5,0,41
41,3113,41,6,0,41
41,1458,41,7,0,41
41,595,41,8,0,41
41,2153,41,9,0,41
41,3121,41,10,0,41
41,930,41,11,0,41
42,1980,42,1,1,42
42,746,42,2,0,42
42,1418,42,3,0,42
43,1023,43,1,0,43
43,2032,43,2,0,43
43,1305,43,3,1,43
44,4049,44,1,0,44
44,4407,44,2,1,44
44,3893,44,3,0,44
44,65,44,4,0,44
44,2476,44,5,0,44
44,521,44,6,0,44
45,1004,45,1,1,45
45,4016,45,2,1,45
45,1251,45,3,1,45
45,1970,45,4,1,45
45,2170,45,5,1,45
45,1180,45,6,1,45
45,4292,45,7,1,45
45,2432,45,8,1,45
45,1560,45,9,1,45
45,1419,45,10,0,45
45,534,45,11,0,45
46,2604,46,1,1,46
46,2351,46,2,1,46
46,1536,46,3,1,46
46,373,46,4,1,46
47,3855,47,1,1,47
47,3770,47,2,1,47
47,4130,47,3,1,47
47,3468,47,4,1,47
47,1227,47,5,1,47
47,2563,47,6,1,47
48,4232,48,1,0,48
48,1038,48,2,0,48
48,4447,48,3,0,48
48,2118,48,4,0,48
48,722,48,5,0,48
48,1496,48,6,0,48
48,1655,48,7,1,48
48,485,48,8,1,48
48,4190,48,9,1,48
48,3682,48,10,1,48
48,1869,48,11,1,48
48,1832,48,12,1,48
48,778,48,13,1,48
48,1241,48,14,0,48
48,3855,48,15,1,48
49,3845,49,1,0,49
49,2156,49,2,0,49
49,1295,49,3,0,49
49,3330,49,4,0,49
49,3344,49,5,0,49
49,2996,49,6,0,49
49,2132,49,7,0,49
49,118,49,8,0,49
49,4269,49,9,0,49
49,3776,49,10,0,49
49,3298,49,11,0,49
49,2671,49,12,0,49
49,4008,49,13,0,49
49,2514,49,14,0,49
50,2944,50,1,1,50
50,2578,50,2,1,50
50,700,50,3,1,50
50,1925,50,4,1,50
50,4150,50,5,1,50
50,2629,50,6,1,50
50,3708,50,7,1,50
50,974,50,8,0,50
51,3221,51,1,1,51
51,307,51,2,1,51
51,286,51,3,1,51
51,237,51,4,1,51
51,3053,51,5,1,51
51,2648,51,6,1,51
51,2255,51,7,1,51
51,517,51,8,1,51
52,2322,52,1,0,52
52,4075,52,2,1,52
52,1928,52,3,0,52
52,1586,52,4,0,52
52,416,52,5,0,52
52,3178,52,6,0,52
52,1273,52,7,1,52
52,2091,52,8,0,52
52,1374,52,9,0,52
52,2295,52,10,0,52
52,2692,52,11,1,52
52,4556,52,12,1,52
53,2394,53,1,0,53
53,1905,53,2,1,53
53,2312,53,3,1,53
53,1981,53,4,1,53
53,2199,53,5,1,53
53,3685,53,6,1,53
53,3645,53,7,1,53
53,562,53,8,1,53
53,4193,53,9,1,53
53,2251,53,10,1,53
53,4558,53,11,1,53
53,714,53,12,1,53
54,3772,54,1,1,54
54,2167,54,2,1,54
55,1561,55,1,1,55
55,1175,55,2,1,55
55,4538,55,3,0,55
55,1027,55,4,0,55
55,2061,55,5,1,55
55,529,55,6,0,55
56,1980,56,1,0,56
56,1241,56,2,0,56
56,3340,56,3,0,56
56,3893,56,4,0,56
56,3335,56,5,0,56
56,4060,56,6,0,56
56,3543,56,7,0,56
56,1818,56,8,0,56
56,4032,56,9,0,56
56,2687,56,10,0,56
56,2829,56,11,0,56
56,1017,56,12,0,56
56,4334,56,13,0,56
56,2558,56,14,0,56
56,441,56,15,0,56
56,349,56,16,0,56
56,60,56,17,0,56
56,2611,56,18,0,56
57,2604,57,1,0,57
57,2611,57,2,0,57
57,2494,57,3,0,57
57,1190,57,4,0,57
57,1923,57,5,0,57
57,1774,57,6,0,57
57,1241,57,7,0,57
57,4162,57,8,0,57
57,3148,57,9,0,57
57,3726,57,10,1,57
57,3589,57,11,0,57
57,3203,57,12,0,57
57,430,57,13,1,57
57,3121,57,14,1,57
57,1715,57,15,1,57
57,3124,57,16,1,57
57,2319,57,17,0,57
57,3529,57,18,0,57
58,2170,58,1,1,58
58,2123,58,2,1,58
58,2290,58,3,1,58
58,438,58,4,1,58
58,1691,58,5,1,58
59,4407,59,1,1,59
59,1188,59,2,1,59
59,2629,59,3,1,59
59,4307,59,4,1,59
59,2061,59,5,1,59
59,4334,59,6,1,59
60,1241,60,1,1,60
60,2938,60,2,1,60
60,2185,60,3,0,60
61,2982,61,1,1,61
61,3253,61,2,1,61
61,1934,61,3,1,61
61,3906,61,4,1,61
61,477,61,5,1,61
61,2535,61,6,1,61
61,522,61,7,1,61
61,2539,61,8,1,61
61,3695,61,9,1,61
61,871,61,10,1,61
61,2006,61,11,1,61
62,2351,62,1,1,62
62,3947,62,2,1,62
62,1801,62,3,1,62
62,3573,62,4,1,62
62,4016,62,5,1,62
62,1208,62,6,1,62
62,2138,62,7,1,62
62,2358,62,8,1,62
62,1403,62,9,1,62
63,1241,63,1,1,63
63,1496,63,2,1,63
63,1416,63,3,1,63
63,1980,63,4,1,63
63,3997,63,5,1,63
63,2014,63,6,1,63
63,422,63,7,1,63
63,4362,63,8,1,63
63,2494,63,9,1,63
63,594,63,10,1,63
63,3333,63,11,1,63
63,2158,63,12,1,63
63,4170,63,13,1,63
63,3865,63,14,1,63
63,3844,63,15,1,63
64,4485,64,1,1,64
64,177,64,2,1,64
64,3579,64,3,1,64
64,3082,64,4,0,64
64,2840,64,5,1,64
64,3,64,6,1,64
64,2829,64,7,1,64
64,2540,64,8,1,64
64,997,64,9,0,64
64,920,64,10,0,64
64,3552,64,11,0,64
64,1204,64,12,1,64
65,561,65,1,0,65
65,4,65,2,1,65
66,2351,66,1,1,66
66,2629,66,2,1,66
66,3997,66,3,1,66
66,3366,66,4,1,66
66,2638,66,5,1,66
66,2494,66,6,1,66
66,1205,66,7,1,66
66,1212,66,8,1,66
66,4255,66,9,1,66
66,1166,66,10,0,66
66,2066,66,11,1,66
66,3236,66,12,0,66
66,1576,66,13,0,66
66,482,66,14,1,66
66,959,66,15,1,66
66,85,66,16,1,66
66,90,66,17,1,66
66,4465,66,18,0,66
66,3007,66,19,0,66
67,4480,67,1,0,67
67,4086,67,2,0,67
67,2828,67,3,1,67
67,3230,67,4,0,67
67,4075,67,5,0,67
67,3492,67,6,1,67
67,459,67,7,1,67
67,3636,67,8,1,67
67,3024,67,9,1,67
67,3046,67,10,1,67
67,3148,67,11,1,67
67,1316,67,12,1,67
67,3198,67,13,1,67
67,3871,67,14,1,67
67,3396,67,15,1,67
68,2305,68,1,1,68
68,1911,68,2,1,68
68,4162,68,3,0,68
68,782,68,4,0,68
68,3930,68,5,0,68
68,3744,68,6,0,68
68,2110,68,7,0,68
69,614,69,1,0,69
69,1808,69,2,0,69
69,2825,69,3,1,69
69,2759,69,4,1,69
69,2360,69,5,1,69
69,175,69,6,1,69
70,2187,70,1,1,70
70,444,70,2,1,70
70,1419,70,3,1,70
70,1607,70,4,0,70
70,1998,70,5,1,70
70,4061,70,6,1,70
70,981,70,7,1,70
70,2909,70,8,1,70
70,4515,70,9,0,70
71,2138,71,1,1,71
71,1364,71,2,1,71
71,1962,71,3,0,71
71,1579,71,4,0,71
71,4551,71,5,1,71
71,4200,71,6,1,71
71,1886,71,7,1,71
71,863,71,8,1,71
71,951,71,9,0,71
71,847,71,10,0,71
71,22,71,11,0,71
71,688,71,12,0,71
71,553,71,13,1,71
72,2794,72,1,0,72
72,2576,72,2,0,72
72,4227,72,3,1,72
72,2604,72,4,1,72
72,2866,72,5,1,72
72,2807,72,6,1,72
72,196,72,7,1,72
72,4306,72,8,1,72
73,1944,73,1,1,73
73,1980,73,2,1,73
73,3971,73,3,1,73
73,3427,73,4,0,73
73,2611,73,5,1,73
73,3400,73,6,1,73
73,3900,73,7,1,73
73,2829,73,8,1,73
73,189,73,9,1,73
74,3259,74,1,0,74
74,4407,74,2,1,74
74,3965,74,3,0,74
74,754,74,4,0,74
74,5,74,5,0,74
74,4075,74,6,0,74
74,4573,74,7,0,74
74,1375,74,8,0,74
74,510,74,9,1,74
74,774,74,10,0,74
74,3195,74,11,0,74
74,4048,74,12,0,74
74,4162,74,13,0,74
75,2351,75,1,1,75
75,537,75,2,1,75
75,478,75,3,1,75
75,2246,75,4,1,75
75,331,75,5,1,75
75,519,75,6,1,75
76,247,76,1,1,76
76,3806,76,2,1,76
76,4165,76,3,1,76
77,1846,77,1,0,77
77,1406,77,2,0,77
77,227,77,3,0,77
77,3197,77,4,1,77
77,395,77,5,1,77
77,3340,77,6,1,77
77,833,77,7,1,77
77,329,77,8,1,77
78,2629,78,1,1,78
78,3623,78,2,0,78
78,2351,78,3,1,78
79,1980,79,1,1,79
79,1365,79,2,1,79
79,1241,79,3,1,79
79,110,79,4,1,79
79,933,79,5,1,79
79,4039,79,6,1,79
79,46,79,7,1,79
79,3967,79,8,1,79
79,2820,79,9,1,79
79,4554,79,10,1,79
79,3148,79,11,1,79
79,1776,79,12,1,79
79,3681,79,13,0,79
79,3679,79,14,1,79
79,2158,79,15,1,79
79,3347,79,16,0,79
79,768,79,17,1,79
79,1961,79,18,1,79
79,1166,79,19,1,79
79,4030,79,20,1,79
79,3101,79,21,1,79
79,4168,79,22,0,79
79,2887,79,23,1,79
79,4218,79,24,1,79
79,2573,79,25,0,79
79,4531,79,26,1,79
79,1869,79,27,1,79
79,23,79,28,0,79
79,1271,79,29,1,79
79,755,79,30,0,79
79,2979,79,31,0,79
80,970,80,1,1,80
80,2611,80,2,1,80
80,2196,80,3,1,80
80,896,80,4,1,80
80,1880,80,5,0,80
80,857,80,6,0,80
81,2061,81,1,1,81
81,3516,81,2,1,81
81,2158,81,3,1,81
81,2629,81,4,1,81
81,1017,81,5,1,81
81,3974,81,6,1,81
81,513,81,7,1,81
81,627,81,8,1,81
81,432,81,9,0,81
81,948,81,10,1,81
81,1561,81,11,0,81
82,4214,82,1,1,82
82,3754,82,2,1,82
82,1070,82,3,0,82
82,2140,82,4,0,82
82,1720,82,5,0,82
82,2539,82,6,0,82
82,3613,82,7,0,82
82,2116,82,8,0,82
83,768,83,1,1,83
83,3296,83,2,1,83
83,1980,83,3,0,83
83,3328,83,4,1,83
83,176,83,5,1,83
83,1598,83,6,1,83
83,4031,83,7,0,83
84,4044,84,1,0,84
84,2009,84,2,0,84
84,4553,84,3,0,84
84,3189,84,4,0,84
84,1135,84,5,0,84
84,1077,84,6,1,84
84,4541,84,7,0,84
84,1044,84,8,0,84
84,4075,84,9,1,84
84,4488,84,10,0,84
84,3017,84,11,1,84
84,1298,84,12,1,84
84,2299,84,13,0,84
85,1500,85,1,1,85
85,2010,85,2,1,85
85,1763,85,3,1,85
85,3597,85,4,0,85
85,3674,85,5,0,85
85,2512,85,6,0,85
85,3070,85,7,1,85
86,3921,86,1,0,86
86,3824,86,2,0,86
86,3428,86,3,0,86
87,1248,87,1,1,87
87,1463,87,2,0,87
87,2072,87,3,0,87
87,2564,87,4,0,87
87,2351,87,5,1,87
87,3584,87,6,1,87
88,4109,88,1,0,88
88,2038,88,2,0,88
88,1324,88,3,1,88
88,2061,88,4,0,88
89,4170,89,1,1,89
89,3734,89,2,0,89
89,4208,89,3,1,89
89,2401,89,4,1,89
89,2800,89,5,1,89
89,1561,89,6,1,89
89,1995,89,7,1,89
89,3772,89,8,1,89
89,4109,89,9,1,89
89,2219,89,10,1,89
89,212,89,11,0,89
89,3667,89,12,0,89
90,2744,90,1,1,90
90,3412,90,2,1,90
90,4540,90,3,1,90
90,1788,90,4,1,90
90,3489,90,5,1,90
90,1508,90,6,1,90
90,266,90,7,1,90
90,2543,90,8,1,90
90,400,90,9,1,90
90,65,90,10,0,90
90,3449,90,11,0,90
90,271,90,12,0,90
90,326,90,13,0,90
90,3880,90,14,0,90
91,441,91,1,0,91
91,2351,91,2,0,91
91,2807,91,3,0,91
91,1465,91,4,0,91
91,3009,91,5,0,91
91,541,91,6,0,91
91,825,91,7,0,91
91,3798,91,8,0,91
91,2479,91,9,0,91
91,100,91,10,0,91
91,3259,91,11,0,91
91,2756,91,12,0,91
91,4550,91,13,0,91
92,1386,92,1,1,92
92,115,92,2,1,92
92,2972,92,3,1,92
92,1912,92,4,1,92
92,713,92,5,1,92
92,1202,92,6,1,92
92,3616,92,7,1,92
92,701,92,8,1,92
92,1650,92,9,1,92
92,1583,92,10,0,92
92,3707,92,11,0,92
92,1574,92,12,1,92
93,1831,93,1,1,93
93,3634,93,2,1,93
93,2113,93,3,1,93
93,4259,93,4,0,93
94,1155,94,1,1,94
94,960,94,2,1,94
95,243,95,1,1,95
95,160,95,2,1,95
95,3282,95,3,1,95
95,1803,95,4,1,95
95,1567,95,5,1,95
95,2351,95,6,1,95
95,3805,95,7,1,95
96,3177,96,1,0,96
96,3969,96,2,0,96
96,3371,96,3,1,96
96,4059,96,4,1,96
96,2030,96,5,1,96
96,2004,96,6,1,96
96,2517,96,7,1,96
96,3271,96,8,1,96
97,1075,97,1,0,97
97,1081,97,2,1,97
97,2073,97,3,0,97
97,451,97,4,1,97
97,763,97,5,0,97
97,2845,97,6,0,97
97,53,97,7,0,97
97,1563,97,8,0,97
97,1748,97,9,0,97
97,752,97,10,0,97
98,3440,98,1,0,98
98,452,98,2,0,98
98,2604,98,3,0,98
98,2611,98,4,0,98
98,1370,98,5,0,98
98,2097,98,6,0,98
98,3606,98,7,0,98
98,1168,98,8,0,98
98,2834,98,9,0,98
98,4321,98,10,0,98
98,599,98,11,0,98
98,3019,98,12,0,98
98,3036,98,13,0,98
98,1626,98,14,0,98
98,2749,98,15,0,98
98,2439,98,16,0,98
98,1502,98,17,0,98
98,483,98,18,0,98
98,3540,98,19,0,98
98,1980,98,20,0,98
98,2697,98,21,0,98
99,2062,99,1,0,99
99,2572,99,2,0,99
99,2351,99,3,0,99
99,893,99,4,0,99
99,3168,99,5,0,99
99,2182,99,6,0,99
99,3259,99,7,0,99
99,3493,99,8,0,99
99,508,99,9,0,99
99,2603,99,10,0,99
99,3412,99,11,0,99
99,3446,99,12,0,99
99,2270,99,13,0,99
99,3634,99,14,0,99
99,2288,99,15,0,99
99,2620,99,16,0,99
100,1278,100,1,1,100
100,1561,100,2,1,100
100,2001,100,3,1,100
101,4394,101,1,0,101
101,4133,101,2,1,101
101,3259,101,3,1,101
101,2495,101,4,1,101
101,3682,101,5,1,101
101,1698,101,6,1,101
101,4176,101,7,1,101
102,241,102,1,1,102
102,1231,102,2,1,102
103,2601,103,1,0,103
103,1332,103,2,0,103
103,1317,103,3,0,103
103,534,103,4,0,103
103,3231,103,5,1,103
103,3737,103,6,1,103
103,1964,103,7,0,103
103,3171,103,8,0,103
103,2792,103,9,0,103
104,3293,104,1,1,104
104,1776,104,2,1,104
104,3681,104,3,1,104
104,3754,104,4,1,104
104,1980,104,5,1,104
104,4307,104,6,1,104
104,4162,104,7,1,104
104,330,104,8,1,104
104,2820,104,9,0,104
104,2170,104,10,1,104
104,482,104,11,0,104
104,1284,104,12,1,104
104,1094,104,13,1,104
104,2918,104,14,1,104
104,414,104,15,0,104
105,1613,105,1,0,105
105,3734,105,2,0,105
105,957,105,3,0,105
105,689,105,4,0,105
105,1263,105,5,0,105
105,2017,105,6,0,105
105,381,105,7,0,105
105,677,105,8,0,105
105,2014,105,9,0,105
105,2937,105,10,0,105
105,2461,105,11,0,105
105,1193,105,12,0,105
105,4362,105,13,0,105
105,1561,105,14,0,105
106,2351,106,1,1,106
106,3066,106,2,0,106
106,3659,106,3,1,106
107,4394,107,1,1,107
107,697,107,2,0,107
107,2713,107,3,0,107
107,4543,107,4,0,107
107,1298,107,5,0,107
108,3547,108,1,0,108
108,2306,108,2,0,108
108,1877,108,3,0,108
108,307,108,4,0,108
109,2756,109,1,1,109
109,2351,109,2,1,109
109,1092,109,3,1,109
109,3040,109,4,1,109
109,3029,109,5,0,109
109,1167,109,6,1,109
109,2068,109,7,0,109
109,3561,109,8,1,109
109,3054,109,9,1,109
109,1561,109,10,1,109
110,814,110,1,0,110
110,915,110,2,0,110
110,1350,110,3,0,110
110,1820,110,4,0,110
110,2371,110,5,0,110
110,2989,110,6,0,110
110,4394,110,7,0,110
111,1241,111,1,0,111
111,1109,111,2,0,111
111,2216,111,3,0,111
111,2328,111,4,0,111
111,2982,111,5,0,111
111,3942,111,6,0,111
111,651,111,7,0,111
111,509,111,8,0,111
111,4362,111,9,0,111
111,2489,111,10,0,111
111,1440,111,11,0,111
111,4394,111,12,0,111
111,612,111,13,0,111
111,4035,111,14,0,111
111,1307,111,15,0,111
111,1735,111,16,0,111
111,3561,111,17,0,111
111,3863,111,18,0,111
111,1055,111,19,0,111
111,3846,111,20,0,111
111,1960,111,21,0,111
111,3932,111,22,0,111
111,2344,111,23,0,111
111,2652,111,24,0,111
111,4016,111,25,0,111
111,2996,111,26,0,111
111,259,111,27,0,111
112,4093,112,1,1,112
112,1867,112,2,1,112
112,2038,112,3,1,112
112,380,112,4,1,112
112,840,112,5,1,112
