order_id,customer_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
1849152,102,prior,9,2,11,6.0
1565228,107,prior,22,2,9,6.0
964081,185,prior,32,2,9,1.0
2668939,182,prior,18,2,9,11.0
2352514,40,prior,25,2,10,5.0
3216596,56,prior,88,2,9,3.0
1840811,112,prior,41,2,8,14.0
3021570,120,prior,14,2,17,1.0
2099476,23,prior,8,2,12,16.0
3191757,72,prior,3,2,12,30.0
3167229,139,prior,12,2,14,8.0
2526634,189,prior,11,2,15,4.0
3389244,98,prior,16,2,13,8.0
1551038,41,prior,29,2,14,0.0
1443104,80,prior,20,2,14,8.0
3156018,7,prior,10,2,16,3.0
1083203,99,prior,1,2,17,
862059,9,prior,4,2,16,5.0
1816251,69,prior,13,2,16,18.0
3189126,130,prior,16,2,14,12.0
731267,93,prior,23,2,17,15.0
684298,63,prior,39,2,15,0.0
777212,25,prior,2,2,13,30.0
2397297,182,train,23,2,14,7.0
2715049,90,train,19,2,15,24.0
2882276,46,prior,37,2,13,6.0
1420201,123,test,23,2,15,14.0
1761016,31,prior,73,2,13,1.0
976141,89,train,4,2,15,30.0
3020973,146,prior,5,2,17,30.0
3382430,22,prior,26,2,15,7.0
1607621,98,prior,17,2,12,3.0
2982004,55,prior,81,2,15,1.0
927640,68,prior,5,2,16,5.0
3261931,36,prior,48,2,17,7.0
149223,98,prior,1,2,14,
417493,175,prior,35,2,15,3.0
1808594,60,prior,9,2,17,24.0
132908,159,prior,13,2,15,14.0
1522950,27,prior,5,2,15,30.0
2287290,15,prior,27,2,12,8.0
3048630,39,prior,8,2,14,5.0
3388230,76,prior,47,2,22,16.0
845797,82,prior,1,2,18,
3175717,73,prior,8,2,19,5.0
745551,160,prior,25,2,18,2.0
2830990,70,prior,15,2,22,9.0
2869841,95,prior,23,2,18,5.0
2809059,79,prior,2,2,19,9.0
3044374,132,prior,10,2,18,5.0
1521473,8,prior,29,2,20,2.0
1231416,73,prior,1,2,19,
2069718,148,train,14,2,19,14.0
1614578,72,prior,27,2,23,0.0
754129,161,prior,2,2,18,5.0
2068831,155,prior,3,2,19,30.0
2910511,23,prior,7,2,18,30.0
3001544,125,prior,14,2,23,30.0
995921,173,prior,33,2,21,1.0
3420560,49,prior,34,2,20,5.0
1293154,147,prior,14,2,20,5.0
2492015,61,prior,3,2,22,30.0
207957,167,prior,21,2,19,6.0
2633520,45,prior,6,2,20,30.0
2938503,130,prior,16,2,18,4.0
3070602,55,prior,10,2,18,20.0
2084540,30,prior,45,2,18,2.0
2662486,34,prior,8,2,18,9.0
592384,42,prior,9,2,20,24.0
646135,152,prior,13,2,18,30.0
2344322,119,prior,17,2,22,6.0
3116271,164,prior,36,2,19,12.0
537436,3,prior,11,2,20,4.0
1943989,100,prior,2,2,23,9.0
2673622,31,prior,66,2,22,0.0
760841,196,prior,12,2,23,3.0
360186,84,prior,2,2,23,22.0
2236809,36,prior,45,3,4,6.0
1581827,43,prior,44,3,0,3.0
2275892,169,prior,4,3,5,27.0
1360436,1,prior,10,3,2,6.0
3388744,150,prior,29,3,0,9.0
247736,106,prior,43,3,1,4.0
315871,74,prior,11,3,0,10.0
732557,10,prior,94,3,0,1.0
2333025,149,prior,10,3,1,9.0
814654,193,prior,69,3,0,1.0
935437,15,prior,18,3,0,6.0
852109,22,prior,2,3,0,6.0
2838753,44,prior,1,3,1,
400362,27,prior,40,3,5,2.0
2936924,72,prior,42,3,0,9.0
235389,39,prior,22,3,2,13.0
2879453,146,prior,24,3,1,11.0
2260963,65,prior,3,3,5,8.0
3305242,166,prior,30,3,0,3.0
3148713,200,prior,7,3,1,10.0
1424396,199,prior,33,3,1,9.0
662044,97,prior,8,3,0,3.0
2124176,56,prior,31,3,0,6.0
2891186,148,prior,13,3,0,11.0
885311,31,prior,8,3,2,16.0
2818869,52,prior,8,3,0,8.0
2558303,65,prior,31,3,2,2.0
814895,177,prior,2,3,3,17.0
3080071,98,prior,4,3,2,7.0
2730803,162,prior,14,3,2,30.0
3237191,41,prior,4,3,0,7.0
1485087,100,prior,2,3,0,30.0
2672345,157,prior,12,3,0,4.0
1640584,1,prior,1,3,1,
1503732,172,train,27,3,4,16.0
1896447,18,prior,53,3,10,5.0
952350,109,prior,21,3,11,7.0
2729685,58,prior,17,3,9,7.0
1842939,190,prior,3,3,9,3.0
763840,39,prior,17,3,9,30.0
1172245,116,prior,10,3,9,7.0
252562,9,prior,3,3,8,30.0
1365093,135,prior,11,3,10,4.0
3176717,184,prior,4,3,10,28.0
1990406,15,train,12,3,11,8.0
43015,93,prior,5,3,10,22.0
967985,59,prior,1,3,9,
2025714,119,prior,10,3,8,6.0
1407772,178,prior,6,3,10,2.0
1012034,46,prior,8,3,8,2.0
892362,196,prior,2,3,6,30.0
3198525,133,train,25,3,11,13.0
635900,53,train,11,3,10,14.0
1746434,104,prior,11,3,11,30.0
1784134,180,prior,21,3,9,1.0
1070536,8,prior,1,3,7,
3236662,194,prior,14,3,7,30.0
338829,54,prior,4,3,11,13.0
1837020,116,prior,3,3,10,13.0
3220866,69,prior,15,3,9,15.0
1511379,130,prior,3,3,10,26.0
1639087,132,prior,7,3,11,15.0
2024419,81,prior,21,3,8,8.0
159341,175,prior,19,3,11,1.0
2082310,50,prior,13,3,10,21.0
831267,197,prior,22,3,9,3.0
655729,137,prior,40,3,10,7.0
3371477,62,test,6,3,10,30.0
3180167,48,prior,11,3,10,14.0
2053826,54,prior,6,3,11,13.0
2577450,76,prior,9,3,13,8.0
725691,40,prior,18,3,12,6.0
1054035,24,prior,56,3,16,0.0
927631,200,prior,3,3,13,9.0
408059,73,prior,7,3,16,14.0
1074893,26,prior,33,3,14,3.0
961834,53,prior,17,3,13,1.0
3080759,76,prior,83,3,12,2.0
159327,64,prior,50,3,17,1.0
187614,150,train,44,3,15,9.0
2470882,67,prior,5,3,15,15.0
2762843,123,prior,40,3,14,16.0
816290,24,prior,28,3,12,2.0
905481,181,prior,7,3,17,15.0
337625,190,prior,7,3,14,2.0
2011785,8,prior,3,3,14,5.0
840769,47,prior,2,3,16,30.0
2942645,112,prior,19,3,13,20.0
3184328,19,prior,10,3,13,26.0
2644747,190,prior,24,3,17,13.0
1078281,195,prior,30,3,14,4.0
1680929,10,prior,3,3,13,9.0
1400745,62,prior,7,3,17,30.0
3005482,181,prior,12,3,17,17.0
2597965,119,prior,97,3,15,4.0
287281,140,prior,11,3,13,2.0
2120646,46,train,15,3,12,24.0
212427,6,prior,16,3,12,7.0
822997,101,prior,3,3,16,30.0
1487540,23,prior,11,3,13,5.0
2520758,55,prior,16,3,14,5.0
3910,123,prior,3,3,16,6.0
1917378,31,prior,21,3,16,30.0
3225109,65,prior,10,3,16,6.0
1876701,19,prior,22,3,14,9.0
2309543,73,prior,1,3,18,
2124338,101,prior,4,3,19,30.0
1206397,2,prior,1,3,19,
2572640,10,prior,3,3,22,13.0
810924,134,prior,4,3,18,0.0
2378224,107,prior,18,3,19,8.0
392547,179,prior,8,3,18,5.0
2171341,34,prior,16,3,22,30.0
1045566,190,prior,57,3,18,8.0
2918240,103,prior,11,3,18,4.0
77811,179,prior,3,3,18,3.0
1124128,138,prior,1,3,20,
3211155,98,prior,9,3,19,29.0
610963,172,prior,4,3,18,30.0
1836472,164,train,4,3,21,30.0
1370836,77,prior,75,3,22,1.0
1426098,145,prior,27,3,20,6.0
1865875,138,prior,1,3,22,
897004,10,prior,36,3,22,2.0
3103078,12,prior,38,3,21,4.0
2859278,156,prior,27,3,20,3.0
2882234,153,prior,4,3,23,6.0
2971781,164,prior,9,3,19,30.0
915749,153,prior,11,3,21,5.0
1306653,129,prior,2,3,20,19.0
707430,187,prior,12,3,19,23.0
380593,51,prior,2,3,18,4.0
70692,114,prior,14,3,20,24.0
162871,172,prior,12,3,19,6.0
1853866,168,prior,9,3,18,22.0
1227118,43,prior,4,3,19,11.0
2624149,23,prior,2,3,21,30.0
233299,23,prior,21,3,18,12.0
1868044,172,prior,18,3,18,0.0
810350,150,prior,48,3,21,2.0
981943,159,prior,11,4,1,4.0
3068090,92,prior,36,4,1,6.0
240080,23,prior,42,4,0,3.0
2932476,127,prior,15,4,5,3.0
1107698,65,prior,9,4,4,11.0
2344334,12,prior,2,4,0,18.0
1385304,127,prior,9,4,2,0.0
701227,198,prior,1,4,1,
1949123,51,prior,34,4,0,3.0
783751,45,prior,2,4,1,11.0
813782,99,prior,52,4,0,1.0
2899962,160,prior,5,4,5,30.0
454616,111,prior,1,4,4,
41118,192,prior,1,4,2,
3044397,91,prior,4,4,1,7.0
674013,137,prior,7,4,1,8.0
345196,79,prior,34,4,0,9.0
740287,116,prior,26,4,4,4.0
858919,93,prior,42,4,5,4.0
1587183,132,prior,7,4,1,0.0
3053676,11,prior,5,4,3,5.0
300780,5,prior,11,4,0,29.0
3271501,136,prior,1,4,3,
2484246,160,prior,4,4,0,9.0
1568165,54,prior,60,4,0,11.0
1246848,117,prior,2,4,5,8.0
1034616,52,prior,18,4,1,3.0
3008208,43,prior,12,4,2,11.0
537698,85,prior,3,4,4,30.0
39167,32,prior,14,4,5,6.0
3277352,83,prior,17,4,5,9.0
1907383,5,prior,5,4,4,7.0
438131,99,prior,20,4,1,30.0
1231634,70,prior,8,4,2,11.0
3388727,21,prior,20,4,4,18.0
592548,80,prior,22,4,11,3.0
1384275,104,prior,33,4,11,3.0
880204,153,prior,23,4,9,30.0
994609,111,prior,32,4,8,5.0
1565016,61,prior,11,4,11,24.0
2654838,181,prior,99,4,11,6.0
676339,3,prior,4,4,9,7.0
1928176,159,prior,6,4,9,4.0
2822562,178,prior,17,4,11,20.0
2801159,42,prior,82,4,7,2.0
926752,124,prior,21,4,11,10.0
707210,115,prior,2,4,10,30.0
724631,53,prior,52,4,9,2.0
2042281,163,prior,9,4,9,15.0
2833755,155,prior,36,4,9,3.0
1299068,176,prior,20,4,9,4.0
2411349,2,prior,24,4,8,1.0
2368123,63,prior,21,4,9,3.0
299480,9,test,39,4,9,30.0
2345175,146,prior,19,4,8,2.0
3233364,36,prior,4,4,10,30.0
442159,142,prior,9,4,11,9.0
3403656,119,prior,21,4,11,2.0
3145330,179,prior,16,4,9,6.0
202728,133,prior,38,4,11,3.0
779407,137,prior,1,4,7,
8437,66,prior,14,4,8,3.0
2384971,22,prior,12,4,9,30.0
583173,33,prior,11,4,8,27.0
882830,160,prior,28,4,11,4.0
376436,193,prior,16,4,11,3.0
2922134,164,prior,10,4,9,7.0
2744842,72,prior,3,4,11,12.0
1420294,59,prior,16,4,11,3.0
1882828,106,prior,8,4,7,9.0
2594094,86,prior,15,4,12,3.0
2642186,30,prior,17,4,17,30.0
428708,111,prior,67,4,17,15.0
1081075,26,prior,67,4,12,3.0
779758,105,prior,1,4,17,
631652,56,prior,3,4,16,7.0
239952,89,prior,14,4,16,10.0
3185536,60,prior,86,4,17,1.0
157485,182,prior,2,4,16,18.0
2785134,140,prior,12,4,13,6.0
697062,188,prior,2,4,15,30.0
2027269,73,prior,37,4,12,0.0
1918423,148,prior,33,4,14,7.0
696140,113,prior,44,4,12,3.0
3383586,192,prior,11,4,12,3.0
2384998,13,prior,75,4,14,2.0
2948422,23,prior,1,4,14,
184424,159,prior,10,4,17,8.0
707972,83,prior,8,4,17,7.0
188602,65,test,11,4,17,15.0
173772,120,prior,13,4,12,18.0
3305266,116,prior,2,4,17,14.0
862933,194,prior,79,4,12,6.0
1538493,177,prior,2,4,13,6.0
2884806,109,prior,4,4,12,30.0
1840503,58,prior,7,4,14,30.0
3006456,170,prior,8,4,16,3.0
2153651,192,prior,35,4,16,8.0
1627471,164,prior,75,4,12,11.0
1029695,25,prior,8,4,16,5.0
158860,76,prior,6,4,14,2.0
688801,162,prior,2,4,13,20.0
1511671,174,prior,5,4,14,3.0
107991,47,prior,24,4,12,12.0
2092043,42,prior,8,4,17,5.0
2203338,49,prior,31,4,19,13.0
426125,167,test,6,4,18,18.0
1101671,185,prior,6,4,19,30.0
2763960,198,prior,20,4,20,1.0
2460418,138,train,17,4,18,21.0
841859,175,prior,86,4,22,1.0
643452,138,prior,2,4,22,20.0
1308251,178,prior,15,4,18,2.0
1172998,189,prior,4,4,19,5.0
3302931,154,prior,5,4,18,30.0
15911,161,prior,41,4,22,2.0
3020173,41,prior,16,4,18,12.0
434026,48,prior,2,4,19,30.0
3142326,176,prior,19,4,18,11.0
1332873,196,prior,13,4,18,20.0
615223,98,prior,8,4,18,5.0
2295576,112,prior,63,4,18,4.0
2451381,136,prior,45,4,21,4.0
3420885,56,prior,4,4,21,21.0
2913150,84,prior,7,4,20,2.0
2787293,112,prior,4,4,20,4.0
574839,142,prior,41,4,23,1.0
2996694,51,prior,19,4,20,8.0
2653943,176,prior,3,4,18,30.0
462568,152,prior,13,4,18,6.0
2583126,79,prior,42,4,22,6.0
1664772,92,prior,3,4,19,25.0
741238,98,prior,37,4,19,4.0
823002,192,prior,3,4,18,10.0
954664,43,prior,21,4,23,12.0
1590243,95,prior,7,4,23,1.0
1869961,107,prior,12,4,21,7.0
700475,196,prior,32,4,21,8.0
2459246,154,prior,4,4,19,2.0
2531966,90,prior,3,4,18,23.0
1530208,54,prior,4,5,0,3.0
1043559,25,prior,13,5,0,9.0
2165147,138,prior,9,5,1,2.0
3251834,140,prior,77,5,3,1.0
3091904,23,prior,24,5,0,5.0
53797,4,prior,31,5,0,3.0
32006,66,prior,3,5,0,20.0
832931,136,prior,3,5,0,30.0
2273345,33,prior,14,5,3,9.0
2688342,68,prior,17,5,4,6.0
257640,112,prior,24,5,0,5.0
3134500,41,prior,2,5,4,30.0
2878526,3,prior,53,5,3,7.0
2513785,87,prior,10,5,0,5.0
1233818,77,prior,3,5,3,30.0
2358031,179,prior,2,5,5,1.0
2926844,111,train,8,5,0,6.0
1682597,127,prior,3,5,0,5.0
1607984,118,prior,6,5,1,5.0
3095439,3,prior,2,5,5,8.0
754074,187,prior,8,5,0,8.0
1154763,182,prior,7,5,0,3.0
203040,175,prior,9,5,0,5.0
3053736,176,prior,14,5,3,17.0
1419581,37,prior,15,5,3,18.0
1057429,1,prior,3,5,2,19.0
665754,166,prior,40,5,1,8.0
2682064,163,prior,61,5,1,11.0
38022,142,prior,32,5,4,4.0
3041695,115,prior,10,5,5,8.0
1641964,116,prior,33,5,1,3.0
35913,165,test,23,5,1,30.0
201976,135,prior,2,5,1,30.0
586827,106,prior,9,5,0,14.0
3298920,138,prior,17,5,0,14.0
2211284,186,prior,51,5,8,4.0
1253100,54,prior,59,5,10,2.0
1599066,45,prior,11,5,11,19.0
2038668,39,prior,53,5,10,7.0
1190652,156,prior,4,5,11,21.0
2105913,129,prior,48,5,7,19.0
3340068,18,prior,13,5,8,14.0
431577,94,prior,24,5,7,3.0
826127,54,prior,1,5,8,
2888669,159,prior,1,5,8,
3097560,154,prior,3,5,9,21.0
2434133,118,prior,5,5,8,12.0
221299,27,prior,28,5,11,30.0
840623,113,prior,4,5,11,25.0
3097283,89,prior,38,5,9,6.0
1457233,192,prior,11,5,10,4.0
1338457,116,prior,89,5,8,2.0
2517449,169,prior,16,5,7,27.0
882511,17,prior,11,5,10,4.0
2584196,188,prior,2,5,9,3.0
