order_id,product_id,review_id,add_to_cart_order,reordered,review_id
83592,28199,23,27,1,23
83592,2228,23,28,0,23
83592,28769,23,29,0,23
83592,11789,23,30,0,23
83592,44628,23,31,0,23
101910,45535,24,1,1,24
101910,44359,24,2,1,24
101910,626,24,3,1,24
101910,17720,24,4,1,24
101910,22935,24,5,1,24
107991,47119,25,1,1,25
107991,33741,25,2,1,25
107991,14126,25,3,1,25
107991,33401,25,4,1,25
107991,329,25,5,1,25
107991,45633,25,6,1,25
107991,4920,25,7,1,25
107991,21137,25,8,1,25
113285,13598,26,1,1,26
113285,24852,26,2,1,26
113285,48679,26,3,0,26
113285,5450,26,4,0,26
113285,21903,26,5,0,26
117875,35715,27,1,0,27
117875,22270,27,2,0,27
117875,29598,27,3,0,27
117875,45537,27,4,0,27
117875,3330,27,5,0,27
117875,36968,27,6,0,27
117875,20906,27,7,0,27
117875,34134,27,8,0,27
117875,31469,27,9,0,27
120723,31717,28,1,1,28
120723,26209,28,2,1,28
120723,8518,28,3,1,28
120723,31562,28,4,0,28
120723,27966,28,5,1,28
120723,13776,28,6,0,28
121521,19702,29,1,1,29
121521,42719,29,2,1,29
121521,26604,29,3,1,29
121521,27744,29,4,1,29
121521,36550,29,5,0,29
121521,46665,29,6,0,29
121521,32622,29,7,0,29
121848,32403,30,1,1,30
121848,23909,30,2,1,30
121848,36978,30,3,1,30
121848,9007,30,4,1,30
121848,14165,30,5,1,30
121848,4137,30,6,1,30
121848,21100,30,7,1,30
121848,29443,30,8,1,30
121848,33331,30,9,1,30
121848,13245,30,10,0,30
132908,24850,31,1,0,31
132908,35782,31,2,1,31
132908,24852,31,3,1,31
132908,49683,31,4,1,31
132908,13383,31,5,1,31
132908,47626,31,6,1,31
132908,9515,31,7,1,31
132908,22963,31,8,0,31
132908,12384,31,9,1,31
132908,16797,31,10,1,31
132908,13629,31,11,0,31
132908,15995,31,12,0,31
132908,42736,31,13,1,31
132908,49610,31,14,1,31
132908,46906,31,15,1,31
132908,14778,31,16,1,31
132908,33825,31,17,0,31
132908,27845,31,18,1,31
132908,17600,31,19,1,31
132908,24830,31,20,0,31
132908,40708,31,21,0,31
132908,44987,31,22,0,31
132908,34126,31,23,0,31
132908,15937,31,24,0,31
132908,42243,31,25,0,31
132908,24622,31,26,0,31
132908,5652,31,27,0,31
132908,34448,31,28,0,31
132908,26620,31,29,0,31
140712,17482,32,1,0,32
141265,42193,33,1,0,33
141265,11777,33,2,0,33
141265,24852,33,3,0,33
141265,25138,33,4,0,33
141265,20082,33,5,0,33
141265,45774,33,6,0,33
141265,11143,33,7,0,33
141265,41999,33,8,0,33
141265,45645,33,9,0,33
141265,5322,33,10,0,33
141265,38656,33,11,0,33
141265,8277,33,12,0,33
141265,42817,33,13,0,33
141265,8671,33,14,0,33
141265,38414,33,15,0,33
141265,23774,33,16,0,33
142909,12745,34,1,1,34
142909,31640,34,2,1,34
142909,21137,34,3,0,34
142909,21961,34,4,0,34
142909,38293,34,5,0,34
142909,41793,34,6,0,34
142909,21903,34,7,1,34
142909,21791,34,8,0,34
142909,37335,34,9,0,34
142909,38689,34,10,0,34
142909,8277,34,11,0,34
142909,13730,34,12,0,34
142909,36735,34,13,1,34
142909,6972,34,14,0,34
142909,21393,34,15,0,34
142909,8088,34,16,0,34
142909,22935,34,17,0,34
142909,47766,34,18,0,34
142909,44418,34,19,0,34
142909,21938,34,20,0,34
142909,10749,34,21,0,34
142909,15290,34,22,0,34
142909,26620,34,23,0,34
142909,7021,34,24,0,34
142909,3957,34,25,1,34
142909,2658,34,26,0,34
144072,22888,35,1,0,35
144072,46906,35,2,1,35
144072,24024,35,3,1,35
145286,39877,36,1,0,36
145286,37646,36,2,0,36
145286,26209,36,3,0,36
145286,18880,36,4,0,36
145286,10537,36,5,1,36
145286,21903,36,6,1,36
145286,27104,36,7,1,36
145286,28842,36,8,0,36
145286,8518,36,9,0,36
145286,20114,36,10,0,36
145286,32537,36,11,0,36
149223,46979,37,1,0,37
149223,16759,37,2,0,37
149223,27966,37,3,0,37
149223,48825,37,4,0,37
149223,5825,37,5,0,37
149223,37886,37,6,0,37
149223,12440,37,7,0,37
149223,46025,37,8,0,37
149223,44923,37,9,0,37
149223,39251,37,10,0,37
151462,24852,38,1,1,38
151462,43352,38,2,1,38
151462,26604,38,3,1,38
151462,33120,38,4,1,38
151462,16083,38,5,1,38
151462,17568,38,6,0,38
151462,28985,38,7,1,38
151462,47626,38,8,1,38
151462,34688,38,9,1,38
151462,14084,38,10,1,38
151462,3896,38,11,1,38
151462,10912,38,12,0,38
151462,26915,38,13,0,38
151462,25527,38,14,0,38
151462,31288,38,15,0,38
151462,12745,38,16,0,38
151462,11737,38,17,0,38
151462,8277,38,18,1,38
151462,20520,38,19,1,38
151462,28842,38,20,1,38
151462,42701,38,21,1,38
154753,16349,39,1,1,39
154753,22935,39,2,1,39
154753,13176,39,3,1,39
154753,40251,39,4,0,39
154753,23400,39,5,0,39
154753,45748,39,6,0,39
154753,40913,39,7,0,39
154753,27966,39,8,0,39
154753,21137,39,9,0,39
154753,28899,39,10,1,39
154753,19886,39,11,1,39
154753,48908,39,12,0,39
154753,14684,39,13,0,39
154753,900,39,14,0,39
154753,24765,39,15,0,39
154753,1322,39,16,0,39
154753,15941,39,17,0,39
154753,47325,39,18,0,39
154753,6873,39,19,1,39
155390,20842,40,1,1,40
155390,3374,40,2,0,40
155390,34487,40,3,1,40
155390,42888,40,4,1,40
155390,4210,40,5,1,40
155390,23909,40,6,1,40
155390,21158,40,7,1,40
155390,47950,40,8,0,40
155390,43690,40,9,1,40
155390,18966,40,10,0,40
155390,100,40,11,1,40
155866,42943,41,1,0,41
155866,44355,41,2,0,41
155866,6416,41,3,0,41
155866,25945,41,4,0,41
155866,33787,41,5,0,41
155866,33698,41,6,0,41
155866,15522,41,7,0,41
155866,6507,41,8,0,41
155866,22782,41,9,0,41
155866,33754,41,10,0,41
155866,9901,41,11,0,41
156189,21137,42,1,1,42
156189,8048,42,2,0,42
156189,14979,42,3,0,42
157485,11005,43,1,0,43
157485,21560,43,2,0,43
157485,13852,43,3,1,43
158860,43920,44,1,0,44
158860,47766,44,2,1,44
158860,42265,44,3,0,44
158860,781,44,4,0,44
158860,26317,44,5,0,44
158860,5883,44,6,0,44
159327,10749,45,1,1,45
159327,43662,45,2,1,45
159327,13263,45,3,1,45
159327,21077,45,4,1,45
159327,22935,45,5,1,45
159327,12614,45,6,1,45
159327,46505,45,7,1,45
159327,25890,45,8,1,45
159327,16759,45,9,1,45
159327,14992,45,10,0,45
159327,5991,45,11,0,45
159341,27845,46,1,1,46
159341,24852,46,2,1,46
159341,16521,46,3,1,46
159341,4421,46,4,1,46
162871,41787,47,1,1,47
162871,40825,47,2,1,47
162871,44614,47,3,1,47
162871,37405,47,4,1,47
162871,13033,47,5,1,47
162871,27356,47,6,1,47
173772,45774,48,1,0,48
173772,11143,48,2,0,48
173772,48186,48,3,0,48
173772,22395,48,4,0,48
173772,7863,48,5,0,48
173772,16083,48,6,0,48
173772,17872,48,7,1,48
173772,5479,48,8,1,48
173772,45356,48,9,1,48
173772,39947,48,10,1,48
173772,20113,48,11,1,48
173772,19677,48,12,1,48
173772,8467,48,13,1,48
173772,13176,48,14,0,48
173772,41787,48,15,1,48
174059,41661,49,1,0,49
174059,22819,49,2,0,49
174059,13772,49,3,0,49
174059,35921,49,4,0,49
174059,36070,49,5,0,49
174059,32429,49,6,0,49
174059,22556,49,7,0,49
174059,1408,49,8,0,49
174059,46147,49,9,0,49
174059,40898,49,10,0,49
174059,35601,49,11,0,49
174059,28609,49,12,0,49
174059,43568,49,13,0,49
174059,26769,49,14,0,49
183308,31778,50,1,1,50
183308,27549,50,2,1,50
183308,7644,50,3,1,50
183308,20654,50,4,1,50
183308,44830,50,5,1,50
183308,28204,50,6,1,50
183308,40190,50,7,1,50
183308,10439,50,8,0,50
184424,34746,51,1,1,51
184424,3765,51,2,1,51
184424,3560,51,3,1,51
184424,2778,51,4,1,51
184424,33050,51,5,1,51
184424,28427,51,6,1,51
184424,23744,51,7,1,51
184424,5818,51,8,1,51
185308,24512,52,1,0,52
185308,44142,52,2,1,52
185308,20691,52,3,0,52
185308,17108,52,4,0,52
185308,4853,52,5,0,52
185308,34358,52,6,0,52
185308,13536,52,7,1,52
185308,22144,52,8,0,52
185308,14617,52,9,0,52
185308,24235,52,10,0,52
185308,28928,52,11,1,52
185308,49395,52,12,1,52
196467,25461,53,1,0,53
196467,20468,53,2,1,53
196467,24391,53,3,1,53
196467,21146,53,4,1,53
196467,23182,53,5,1,53
196467,39959,53,6,1,53
196467,39434,53,7,1,53
196467,6195,53,8,1,53
196467,45429,53,9,1,53
196467,23700,53,10,1,53
196467,49409,53,11,1,53
196467,7785,53,12,1,53
197502,40852,54,1,1,54
197502,22899,54,2,1,54
197729,16797,55,1,1,55
197729,12572,55,2,1,55
197729,49235,55,3,0,55
197729,11046,55,4,0,55
197729,21903,55,5,1,55
197729,5965,55,6,0,55
199461,21137,56,1,0,56
199461,13176,56,2,0,56
199461,36011,56,3,0,56
199461,42265,56,4,0,56
199461,35951,56,5,0,56
199461,44008,56,6,0,56
199461,38293,56,7,0,56
199461,19508,56,8,0,56
199461,43772,56,9,0,56
199461,28851,56,10,0,56
199461,30489,56,11,0,56
199461,10912,56,12,0,56
199461,46906,56,13,0,56
199461,27323,56,14,0,56
199461,5077,56,15,0,56
199461,4138,56,16,0,56
199461,694,56,17,0,56
199461,27966,56,18,0,56
201976,27845,57,1,0,57
201976,27966,57,2,0,57
201976,26604,57,3,0,57
201976,12703,57,4,0,57
201976,20632,57,5,0,57
201976,19049,57,6,0,57
201976,13176,57,7,0,57
201976,45007,57,8,0,57
201976,34126,57,9,0,57
201976,40363,57,10,1,57
201976,38777,57,11,0,57
201976,34584,57,12,0,57
201976,4957,57,13,1,57
201976,33754,57,14,1,57
201976,18523,57,15,1,57
201976,33787,57,16,1,57
201976,24489,57,17,0,57
201976,38159,57,18,0,57
202728,22935,58,1,1,58
202728,22474,58,2,1,58
202728,24184,58,3,1,58
202728,5025,58,4,1,58
202728,18288,58,5,1,58
203040,47766,59,1,1,59
203040,12699,59,2,1,59
203040,28204,59,3,1,59
203040,46654,59,4,1,59
203040,21903,59,5,1,59
203040,46906,59,6,1,59
207957,13176,60,1,1,60
207957,31720,60,2,1,60
207957,23029,60,3,0,60
212427,32239,61,1,1,61
212427,35181,61,2,1,61
212427,20738,61,3,1,61
212427,42403,61,4,1,61
212427,5422,61,5,1,61
212427,27020,61,6,1,61
212427,5884,61,7,1,61
212427,27086,61,8,1,61
212427,40028,61,9,1,61
212427,9387,61,10,1,61
212427,21333,61,11,1,61
218020,24852,62,1,1,62
218020,42803,62,2,1,62
218020,19348,62,3,1,62
218020,38618,62,4,1,62
218020,43662,62,5,1,62
218020,12896,62,6,1,62
218020,22620,62,7,1,62
218020,24985,62,8,1,62
218020,14870,62,9,1,62
218643,13176,63,1,1,63
218643,16083,63,2,1,63
218643,14947,63,3,1,63
218643,21137,63,4,1,63
218643,43352,63,5,1,63
218643,21405,63,6,1,63
218643,4920,63,7,1,63
218643,47209,63,8,1,63
218643,26604,63,9,1,63
218643,6489,63,10,1,63
218643,35939,63,11,1,63
218643,22825,63,12,1,63
218643,45066,63,13,1,63
218643,41874,63,14,1,63
218643,41658,63,15,1,63
221299,48628,64,1,1,64
221299,2091,64,2,1,64
221299,38689,64,3,1,64
221299,33373,64,4,0,64
221299,30561,64,5,1,64
221299,34,64,6,1,64
221299,30489,64,7,1,64
221299,27104,64,8,1,64
221299,10621,64,9,0,64
221299,9839,64,10,0,64
221299,38419,64,11,0,64
221299,12872,64,12,1,64
233299,6194,65,1,0,65
233299,35,65,2,1,65
235389,24852,66,1,1,66
235389,28204,66,2,1,66
235389,43352,66,3,1,66
235389,36186,66,4,1,66
235389,28299,66,5,1,66
235389,26604,66,6,1,66
235389,12875,66,7,1,66
235389,12914,66,8,1,66
235389,46041,66,9,1,66
235389,12456,66,10,0,66
235389,21936,66,11,1,66
235389,35042,66,12,0,66
235389,16997,66,13,0,66
235389,5450,66,14,1,66
235389,10255,66,15,1,66
235389,1148,66,16,1,66
235389,1181,66,17,1,66
235389,48426,66,18,0,66
235389,32538,66,19,0,66
239789,48577,67,1,0,67
239789,44233,67,2,0,67
239789,30480,67,3,1,67
239789,34939,67,4,0,67
239789,44142,67,5,0,67
239789,37687,67,6,1,67
239789,5240,67,7,1,67
239789,39279,67,8,1,67
239789,32691,67,9,1,67
239789,32959,67,10,1,67
239789,34126,67,11,1,67
239789,13984,67,12,1,67
239789,34530,67,13,1,67
239789,41950,67,14,1,67
239789,36550,67,15,1,67
239952,24363,68,1,1,68
239952,20542,68,2,1,68
239952,45007,68,3,0,68
239952,8518,68,4,0,68
239952,42625,68,5,0,68
239952,40604,68,6,0,68
239952,22312,68,7,0,68
240080,6765,69,1,0,69
240080,19393,69,2,0,69
240080,30450,69,3,1,69
240080,29627,69,4,1,69
240080,25010,69,5,1,69
240080,2078,69,6,1,69
247216,23044,70,1,1,70
247216,5101,70,2,1,70
247216,14992,70,3,1,70
247216,17329,70,4,0,70
247216,21278,70,5,1,70
247216,44014,70,6,1,70
247216,10492,70,7,1,70
247216,31471,70,8,1,70
247216,48984,70,9,0,70
247736,22620,71,1,1,71
247736,14464,71,2,1,71
247736,21005,71,3,0,71
247736,17022,71,4,0,71
247736,49363,71,5,1,71
247736,45483,71,6,1,71
247736,20268,71,7,1,71
247736,9340,71,8,1,71
247736,10145,71,9,0,71
247736,9176,71,10,0,71
247736,215,71,11,0,71
247736,7547,71,12,0,71
247736,6142,71,13,1,71
248383,30027,72,1,0,72
248383,27521,72,2,0,72
248383,45741,72,3,1,72
248383,27845,72,4,1,72
248383,30881,72,5,1,72
248383,30233,72,6,1,72
248383,2314,72,7,1,72
248383,46650,72,8,1,72
250605,20842,73,1,1,73
250605,21137,73,2,1,73
250605,43101,73,3,1,73
250605,36869,73,4,0,73
250605,27966,73,5,1,73
250605,36606,73,6,1,73
250605,42342,73,7,1,73
250605,30489,73,8,1,73
250605,2269,73,9,1,73
252562,35221,74,1,0,74
252562,47766,74,2,1,74
252562,43073,74,3,0,74
252562,8138,74,4,0,74
252562,45,74,5,0,74
252562,44142,74,6,0,74
252562,49533,74,7,0,74
252562,14633,74,8,0,74
252562,5764,74,9,1,74
252562,8424,74,10,0,74
252562,34496,74,11,0,74
252562,43908,74,12,0,74
252562,45007,74,13,0,74
257640,24852,75,1,1,75
257640,6015,75,2,1,75
257640,5428,75,3,1,75
257640,23650,75,4,1,75
257640,3957,75,5,1,75
257640,5876,75,6,1,75
269056,2974,76,1,1,76
269056,41290,76,2,1,76
269056,45037,76,3,1,76
285575,19820,77,1,0,77
285575,14877,77,2,0,77
285575,2639,77,3,0,77
285575,34503,77,4,1,77
285575,4614,77,5,1,77
285575,36011,77,6,1,77
285575,9076,77,7,1,77
285575,3919,77,8,1,77
285906,28204,78,1,1,78
285906,39107,78,2,0,78
285906,24852,78,3,1,78
286608,21137,79,1,1,79
286608,14466,79,2,1,79
286608,13176,79,3,1,79
286608,1374,79,4,1,79
286608,9955,79,5,1,79
286608,43858,79,6,1,79
286608,446,79,7,1,79
286608,43086,79,8,1,79
286608,30391,79,9,1,79
286608,49383,79,10,1,79
286608,34126,79,11,1,79
286608,19057,79,12,1,79
286608,39928,79,13,0,79
286608,39877,79,14,1,79
286608,22825,79,15,1,79
286608,36082,79,16,0,79
286608,8277,79,17,1,79
286608,20995,79,18,1,79
286608,12456,79,19,1,79
286608,43760,79,20,1,79
286608,33569,79,21,1,79
286608,45063,79,22,0,79
286608,31225,79,23,1,79
286608,45633,79,24,1,79
286608,27509,79,25,0,79
286608,49175,79,26,1,79
286608,20113,79,27,1,79
286608,216,79,28,0,79
286608,13524,79,29,1,79
286608,8174,79,30,0,79
286608,32177,79,31,0,79
287281,10385,80,1,1,80
287281,27966,80,2,1,80
287281,23165,80,3,1,80
287281,9595,80,4,1,80
287281,20186,80,5,0,80
287281,9267,80,6,0,80
300780,21903,81,1,1,81
300780,38026,81,2,1,81
300780,22825,81,3,1,81
300780,28204,81,4,1,81
300780,10912,81,5,1,81
300780,43129,81,6,1,81
300780,5785,81,7,1,81
300780,6948,81,8,1,81
300780,4962,81,9,0,81
300780,10125,81,10,1,81
300780,16797,81,11,0,81
307257,45603,82,1,1,82
307257,40706,82,2,1,82
307257,11520,82,3,0,82
307257,22632,82,4,0,82
307257,18567,82,5,0,82
307257,27086,82,6,0,82
307257,39029,82,7,0,82
307257,22372,82,8,0,82
309367,8277,83,1,1,83
309367,35595,83,2,1,83
309367,21137,83,3,0,83
309367,35907,83,4,1,83
309367,2086,83,5,1,83
309367,17281,83,6,1,83
309367,43768,83,7,0,83
315871,43876,84,1,0,84
315871,21368,84,2,0,84
315871,49381,84,3,0,84
315871,34450,84,4,0,84
315871,12195,84,5,0,84
315871,11597,84,6,1,84
315871,49267,84,7,0,84
315871,11210,84,8,0,84
315871,44142,84,9,1,84
315871,48697,84,10,0,84
315871,32624,84,11,1,84
315871,13780,84,12,1,84
315871,24271,84,13,0,84
324340,16168,85,1,1,85
324340,21372,85,2,1,85
324340,18998,85,3,1,85
324340,38884,85,4,0,85
324340,39803,85,5,0,85
324340,26767,85,6,0,85
324340,33198,85,7,1,85
331587,42556,86,1,0,86
331587,41519,86,2,0,86
331587,36956,86,3,0,86
337625,13249,87,1,1,87
337625,15599,87,2,0,87
337625,22000,87,3,0,87
337625,27360,87,4,0,87
337625,24852,87,5,1,87
337625,38739,87,6,1,87
338829,44422,88,1,0,88
338829,21616,88,2,0,88
338829,14084,88,3,1,88
338829,21903,88,4,0,88
345196,45066,89,1,1,89
345196,40516,89,2,0,89
345196,45570,89,3,1,89
345196,25527,89,4,1,89
345196,30135,89,5,1,89
345196,16797,89,6,1,89
345196,21252,89,7,1,89
345196,40852,89,8,1,89
345196,44422,89,9,1,89
345196,23375,89,10,1,89
345196,2476,89,11,0,89
345196,39662,89,12,0,89
347394,29447,90,1,1,90
347394,36724,90,2,1,90
347394,49247,90,3,1,90
347394,19182,90,4,1,90
347394,37646,90,5,1,90
347394,16254,90,6,1,90
347394,3330,90,7,1,90
347394,27156,90,8,1,90
347394,4656,90,9,1,90
347394,781,90,10,0,90
347394,37193,90,11,0,90
347394,3376,90,12,0,90
347394,3896,90,13,0,90
347394,42110,90,14,0,90
360186,5077,91,1,0,91
360186,24852,91,2,0,91
360186,30233,91,3,0,91
360186,15613,91,4,0,91
360186,32566,91,5,0,91
360186,6052,91,6,0,91
360186,9018,91,7,0,91
360186,41220,91,8,0,91
360186,26369,91,9,0,91
360186,1263,91,10,0,91
360186,35221,91,11,0,91
360186,29603,91,12,0,91
360186,49340,91,13,0,91
361352,14705,92,1,1,92
361352,1399,92,2,1,92
361352,32085,92,3,1,92
361352,20561,92,4,1,92
361352,7781,92,5,1,92
361352,12817,92,6,1,92
361352,39041,92,7,1,92
361352,7648,92,8,1,92
361352,17807,92,9,1,92
361352,17080,92,10,0,92
361352,40174,92,11,0,92
361352,16953,92,12,1,92
365775,19660,93,1,1,93
365775,39275,93,2,1,93
365775,22362,93,3,1,93
365775,46061,93,4,0,93
368948,12341,94,1,1,94
368948,10258,94,2,1,94
371733,2915,95,1,1,95
371733,1826,95,2,1,95
371733,35458,95,3,1,95
371733,19368,95,4,1,95
371733,16871,95,5,1,95
371733,24852,95,6,1,95
371733,41276,95,7,1,95
376436,34350,96,1,0,96
376436,43091,96,2,0,96
376436,36310,96,3,1,96
376436,43986,96,4,1,96
376436,21553,96,5,1,96
376436,21296,96,6,1,96
376436,26806,96,7,1,96
376436,35321,96,8,1,96
377052,11576,97,1,0,97
377052,11651,97,2,1,97
377052,22008,97,3,0,97
377052,5150,97,4,1,97
377052,8230,97,5,0,97
377052,30627,97,6,0,97
377052,546,97,7,0,97
377052,16840,97,8,0,97
377052,18829,97,9,0,97
377052,8123,97,10,0,97
380593,37067,98,1,0,98
380593,5161,98,2,0,98
380593,27845,98,3,0,98
380593,27966,98,4,0,98
380593,14491,98,5,0,98
380593,22210,98,6,0,98
380593,38985,98,7,0,98
380593,12492,98,8,0,98
380593,30529,98,9,0,98
380593,46807,98,10,0,98
380593,6541,98,11,0,98
380593,32647,98,12,0,98
380593,32831,98,13,0,98
380593,17579,98,14,0,98
380593,29544,98,15,0,98
380593,25949,98,16,0,98
380593,16185,98,17,0,98
380593,5456,98,18,0,98
380593,38274,98,19,0,98
380593,21137,98,20,0,98
380593,28985,98,21,0,98
391827,21909,99,1,0,99
391827,27470,99,2,0,99
391827,24852,99,3,0,99
391827,9582,99,4,0,99
391827,34262,99,5,0,99
391827,23020,99,6,0,99
391827,35221,99,7,0,99
391827,37709,99,8,0,99
391827,5737,99,9,0,99
391827,27829,99,10,0,99
391827,36724,99,11,0,99
391827,37158,99,12,0,99
391827,23952,99,13,0,99
391827,39275,99,14,0,99
391827,24159,99,15,0,99
391827,28058,99,16,0,99
392547,13575,100,1,1,100
392547,16797,100,2,1,100
392547,21292,100,3,1,100
394934,47626,101,1,0,101
394934,44632,101,2,1,101
394934,35221,101,3,1,101
394934,26620,101,4,1,101
394934,39947,101,5,1,101
394934,18362,101,6,1,101
394934,45123,101,7,1,101
400362,2855,102,1,1,102
400362,13078,102,2,1,102
404046,27796,103,1,0,103
404046,14147,103,2,0,103
404046,13988,103,3,0,103
404046,5991,103,4,0,103
404046,34953,103,5,1,103
404046,40542,103,6,1,103
404046,21010,103,7,0,103
404046,34287,103,8,0,103
404046,30021,103,9,0,103
